,CATEGORY,TAGS,ga_txt_cleaned
10489,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
8054,IDE Modules,binding|eclipse|runtime,core databinde source
14555,File Handler,cloud|json,jcloud gson
2497,Web Applications,application|eclipse|http|rdf|server|web|webapp,rdfj http server
20671,Example,example|rule-engine,chtijbug drool guvnor example
13914,Database,cassandra|connector|database|spark,spark cassandra connector
22010,Utilities,i18n,common
15400,Cryptography,cryptography,gob afirma crypto cms
24562,Logging / Monitoring,logging,gfccollective gfc log
325,Stream Processing,actor|akka|concurrency|distributed|processing|stream|streaming|typesafe,typesafe akka stream
22207,File Handler,io|pdf,cloudify spdf
15203,Crawler,crawler|elastic|elasticsearch|search,pilato elasticsearch crawler fscrawler
23097,Testing,junit|support|testing,test support junit
18408,Example,example,srotya example stock
320,Stream Processing,actor|akka|concurrency|distributed|processing|stream|streaming|typesafe,typesafe akka stream
17655,Template Engines,engine|template,freemarker
15741,UI,css|io,udash css
3589,Web Applications,application|example|web|webapp,petal sample flowable webapp
27275,Security / Authentification,security,simple security
3806,Example,application|example|web|web-framework|webapp,strut example
16947,Operations management,eclipse|bpm,dirigible bpm
731,Build Automation Tool Plugins,amqp|generator|maven|plugin|queue,fusesource fuse extra amqp generator
16107,Build Automation Tool Plugins,data|generator|maven|plugin,datum object generator
22802,File Handler,json,json
27842,Utilities,standard,javax unit api
4923,Web Applications,application|scala|servlet|swagger|web|webapp,wordnik swagger scala servlet
16138,Database,database|graph|neo4j|plugin,lab neoj health check plugin
2267,Web Applications,application|config|io|plugin|policy|web|webapp,apiman plugin config policy
12317,Build Automation Tool Plugins,build|build-system|maven|plugin,zalando maven plugin
14026,Chart Libraries,chart|eclipse|ui|visualization,dentrassi neoscada hmi scada chart ui
13314,Stream Processing,camel|connector|kafka|streaming|web,camel kafkaconnector kafka connector
21894,Graph Algorithms and Tools,graph|server|storage,agrosense server storage tinkerpop
11426,Build Automation Tool Plugins,build|build-system|maven|plugin,gettext maven plugin
27544,Marshalling / Unmarshalling,serialization,deg
2859,Web Applications,application|example|jms|queue|rest|web|webapp,activemq example rest mixed jms
27098,Testing,scala|testing,scalatest
18815,Example,example,andromda sample
14818,IDE Modules,compatibility|eclipse|registry|runtime,core runtime compatibility registry
8962,Build Automation Tool Plugins,build|build-system|camel|html|maven|plugin,camel maven html docbook
961,Bytecode Libraries,analysis|bytecode,bytecode analysis
5691,Web Applications,application|web|webapp,overlord common idp eap
10060,Build Automation Tool Plugins,build|build-system|maven|osgi|plugin,karaf tooling sling maven plugin
13950,Database,cassandra|database,baidu cassandra
5899,Web Applications,application|web|webapp,mt cs rv web
12632,Build Automation Tool Plugins,build|build-system|maven|plugin|scripting,maven plugin script
9464,Build Automation Tool Plugins,build|build-system|git|maven|plugin|policy|scm,maven policy
5560,Web Applications,application|web|webapp,olingo odata fit
5178,Web Applications,application|service|web|webapp,eurekaclinical user service
8259,File Handler,binding|xml,jaxb jackson helper
17921,Example,example,demo
22783,File Handler,json,helger ph json
10751,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
14914,Build Automation Tool Plugins,compression|maven|plugin,compressor
2972,Example,application|example|mvc|web|webapp,houbb mvc demo
14193,Example,client|esb|example,servicemix example cxf client
7917,Benchmarks,benchmark|http|signing,http signature
6592,Web Applications,application|web|webapp|webservice,weblab webservice local file
28530,File Handler,yaml,jcazevedo moultingyaml
25613,File Handler,module|scala|xml,scala lang module xmlsjs
6057,Web Applications,application|web|webapp,duracloud
8666,Operations management,bpm,jbpm wb common api
27726,Testing,specs|testing,spec coresjs
12180,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
18122,Example,example,githup liuyanggithup xxl job executor sample springboot
25833,Native Access Tools,native,java backport native
20944,Example,example|spring,flowable spring boot sample
21324,UI,framework|web,skinny framework
6291,Web Applications,application|web|webapp,picketlink employee post
22719,Database,jpa|persistence,querydsl apt jpa
17553,Security / Authentification,elastic|security,sksamuel elastic xpack security
1891,Web Applications,application|bootstrap|plugin|web|webapp,thiagomoreira liferay plugin bootstrap app theme
11304,Build Automation Tool Plugins,build|build-system|maven|plugin,spotify maven plugin
5253,Web Applications,application|servlet|web|webapp,mobicent servlet sip testsuite application
28313,Utilities,time,andyglow joda time
18844,Example,example,atmosphere sample
25914,Natural Language Processing,nlp,houbb nlp common
19450,Example,example|google,google code flexlib example
1316,Annotation Processing,annotations|facebook|google|processor,google code facebook java api annotation processor
3977,Web Applications,application|http|transport|web|webapp,transport http war
25719,Native Access Tools,native,native dep
8349,Bitcoin,bitcoin,bitcoin
15211,External Process Execution,crawler|execution|process,watchrabbit crawler executor
3038,Example,application|example|portlet|web|webapp,iceface sample showcase portlet
11273,Build Automation Tool Plugins,build|build-system|maven|plugin,plugin formatter maven
15419,Cryptography,cryptography,rudin core crypto
806,Code analyses,analysis,analysis
3458,Example,application|example|web|webapp,example
16746,Stream Processing,distributed|processing|spark|stream|streaming,spark streaming
18694,Example,example,java trueupdate sample
8701,Operations management,bpm|cloud,activiti cloud app dependency
24126,Logging / Monitoring,logging,dongxiguo zero log context
23872,IDE Modules,library,gephi ui library wrapper
12352,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
11011,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
1031,Code analyses,analysis|config,checkstyle configuration
15730,Cryptography,cryptography|url,url crypto kit
23463,Stream Processing,kafka|streaming,stream source kafka
9917,Build Automation Tool Plugins,build|build-system|jetty|maven|plugin|server|webserver,kohsuke jetty maven plugin
19261,Example,example,sample
28347,Distributed Communication,transaction,geronimo config transaction
4119,Web Applications,application|io|web|webapp,antmedia webrtc
24860,Database,mapping,objecto way
15790,UI,css|styles,css
12020,Build Automation Tool Plugins,build|build-system|maven|plugin,jvnet maven plugin
20435,Example,example|native,nativelibsjava javacl demos jna
1868,Web Applications,application|binary|search|service|web|webapp,service search ws
26003,Database,orm|persistence,orm
26268,File Handler,pdf,pdf
17391,IDE Modules,eclipse|plugin,sonatype hudson
11980,Build Automation Tool Plugins,build|build-system|maven|plugin,maven md
16532,Dependency Injection,dependency-injection,wicket guice
980,Testing,analysis|code-coverage|coverage|plugin,scoverage scalac plugin
5859,Web Applications,application|web|webapp,opensource
4483,Web Applications,application|module|web|webapp,vgregion core bc module intsvc
5055,Web Applications,application|server|web|webapp,gob afirma server webstart
11118,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
11494,Build Automation Tool Plugins,build|build-system|maven|plugin,novatec testit livingdoc maven
13904,Database,cassandra|connector|database|embedded|spark,datastax spark cassandra connector embed
2506,Web Applications,application|eclipse|jetty|proxy|server|testing|web|webapp|webserver,jetty test proxy webapp
23594,Stream Processing,kafka|streaming,opentable component otj kafka
20980,Example,example|streaming,flink streaming example
26136,OSGi,osgi|service,osgi service
3400,Example,application|example|web|webapp,bz opendatahub alpinebits example
944,Code analyses,analysis|build|build-system|io|maven,maven tile checkstyle
19549,Example,example|hadoop|io,brooklyn example hello world hadoop
23384,JWT Libraries,jwt|json|support,atbash json jwt support parent
5717,Web Applications,application|web|webapp,cc boot war
28092,Testing,testing,knightliao test
7710,Barcode Handler,barcode,barcodej fop ext
11724,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
19596,Example,example|http|io,prestosql presto example http
21636,UI,google|gwt|ui,google gwt
496,Web Applications,admin|application|resource|web|webapp,novabpm admin exo bonita resource
3158,Web Applications,application|example|server|web|webapp,wso appserver wsoappserver sample hello webapp
8584,UI,bootstrap|dependency-injection,guice bootstrap
24198,Logging / Monitoring,logging,logger logj
22449,Logging / Monitoring,jboss|logging,jboss log
11074,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
2782,Example,application|example|io|web|webapp,hawt example hawtio springboot keycloak
19272,Example,example,example
13680,Testing,camel|integration|testing,camel quarkus integration test
18749,Example,example,okapi example
16800,DNS Libraries,dns,lightbend lagom service locator dns
11369,Build Automation Tool Plugins,build|build-system|maven|plugin,webcohesion enunciate maven plugin
8290,File Handler,binding|xml,hudsonci libs hudson jaxb xjc
22206,Command Line Parsers,io|parser,airlift
21292,UI,framework|scala|web|web-framework,scalatra
16036,File Handler,csv|filtering|io,bitbucket tck widebase csv filter
21928,Database,groovy|persistence,grail datastore gorm
10906,Build Automation Tool Plugins,build|build-system|maven|plugin,cognifide maven plugin
24779,Logging / Monitoring,logging|slf4j,clapper grizzle slfj
17872,Example,example,tamaya example resolver
7585,Database,aws|database|dynamodb,amazonaw dynamodb cross
26297,File Handler,pdf,ml pdf api
19009,Example,example,hawkular bus sample parent
21252,Build Automation Tool Plugins,framework|maven|plugin|validation,snome release validation framework core
27933,Testing,testing,test
23309,Testing,junit|testing|tools,name remal tool test junit
17076,IDE Modules,eclipse|io|plugin,openhab
20558,Example,example|plugin,dcsolution kalinka plugin example
13903,Database,cassandra|connector|database|driver|spark,datastax spark cassandra connector driver
10369,Build Automation Tool Plugins,build|build-system|maven|plugin,minify maven plugin
11168,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
18341,Example,example,propensive magnolia examplessjs
7056,UI,assets|web,webjar bower jasmine
5615,Web Applications,application|web|webapp,cargo war
17444,IDE Modules,eclipse|plugin|tools,tycho tool
6784,UI,assets,webjar bower requirejs
18246,Example,example,mgmtp perfload demo installer
25111,Build Automation Tool Plugins,maven|plugin,bluetrainsoftware
27000,Testing,scala|testing,scalacheck
20426,Example,example|mvc|sdk|security|spring,stormpath sdk example spring security boot webmvc
21191,Build Automation Tool Plugins,extension|maven|plugin,igormaznitsa mvn extension
21209,Exception Handling,filtering|io|exception,filter
4107,Web Applications,application|io|visualization|web|webapp,web
12482,Build Automation Tool Plugins,build|build-system|maven|plugin|pojo|rule-engine,chtijbug drool maven guvnor install pojo plugin
19403,Example,example|frontend|ui,progressoft brix domino evenbus sample frontend ui
25682,Native Access Tools,native,clj native
2311,Web Applications,application|console|jboss|web|webapp,jboss standalone console
7218,UI,assets|web,webjar
14413,Mailing,client|io|mail|vertx,vertx mail client
28048,Testing,testing,japgolly test state core
23445,Stream Processing,kafka|streaming,distributedlog kafka
22368,Languages / Compiler / Interpretation,javax|specs|spring|standard,javax springsource
24083,Logging / Monitoring,logging,bbossgroup pdp log
10856,Build Automation Tool Plugins,build|build-system|maven|plugin,util maven plugin
9655,Build Automation Tool Plugins,build|build-system|io|maven|plugin,stephenc maven plugin
24936,File Handler,markdown|specs|testing,spec markdown
20235,Example,example|jpa|osgi|persistence|provider,karaf example jpa provider ds eclipselink
19005,Example,example,gradoop example operator
7182,UI,assets|web,webjar
19563,Example,example|hazelcast|io,hazelcast jet example file
5720,Web Applications,application|web|webapp,sandbox overlay
26707,Utilities,rest|validation,mjeanroy rest assert unit
7115,UI,assets|web,webjar
9697,Build Automation Tool Plugins,build|build-system|io|maven|plugin,earcam maven plugin
3908,Web Applications,application|google|web|webapp,google code webapp
17242,IDE Modules,eclipse|plugin,basepom property helper
12502,Build Automation Tool Plugins,build|build-system|maven|plugin|protocol|serialization|thrift,gitee lkm maven plugin
17974,Example,example,alipay sofa tracer sample with openfeign
7868,Benchmarks,benchmark,benchmark
22700,Testing,jpa,hamcr jpa
27401,Testing,selenium|testing,selenium
15054,IDE Modules,config|eclipse|engine|html|io|plugin|report|reporting,report solution birt engine emitter config html
18249,Example,example,microsoft reef example
5857,Web Applications,application|web|webapp,tascape qa
10894,Build Automation Tool Plugins,build|build-system|maven|plugin,mojo maven plugin
26032,OSGi,osgi,domino osgi
18282,Example,example,netflix zuul sample
21447,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz coresjs
27692,Social Network Clients,social|web,isuper social web
24546,Logging / Monitoring,logging,play logback access
9708,Build Automation Tool Plugins,build|build-system|io|maven|plugin,gatle maven plugin
18126,Example,example,example parent
14695,Utilities,collections|structures,goldmansachs gs collection
19147,Example,example,dblock waffle demo parent
3836,Web Applications,application|extension|jsf|web|webapp,face extension jsf
16421,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne
15,Database,accumulo,accumulo blueprint
25287,Build Automation Tool Plugins,maven|plugin,tinygroup
3668,Web Applications,application|example|web|webapp,richface example
1676,Build,ant|compiler,royale compiler ant task
7326,UI,assets|web,webjar requirejs
11067,Build Automation Tool Plugins,build|build-system|maven|plugin,intersult ear maven plugin
14223,Example,client|example|osgi|soap,karaf example soap client
13700,Application-/ Web-Server,camel|jetty|server|webserver,camel jetty common starter
23008,Utilities,json|validation,etl unit json validator
17618,Template Engines,engine|play-framework|template|typesafe,typesafe play twirl api
927,Code analyses,analysis|android,analysis
26450,Database,persistence|plugin,mybatis plugin ext
21460,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz coresjs
20001,Example,example|io|spring,cettia asity example spring
24732,Logging / Monitoring,logging|plugin|security,cyber security graylog plugin
14610,Testing,code-coverage|parser,codacy coverage parser
18740,Example,example,jung sample
25962,Natural Language Processing,nlp|service,vsct tock nlp api service
2597,Web Applications,application|esb|server|web|webapp,talend esb server war
15119,Exception Handling,controller|spring|exception,exception controller spring
10827,Build Automation Tool Plugins,build|build-system|maven|plugin,helper maven plugin
18633,Example,example,rudin rt example
24955,File Handler,markdown|specs|testing,spec markdownsjs
11089,Build Automation Tool Plugins,build|build-system|maven|plugin,jaxio maven plugin
25206,Build Automation Tool Plugins,maven|plugin,antipathy mvn scalafmt
14210,Example,client|example,wink example client
23940,Logging / Monitoring,logging,soywiz
22993,Testing,json|testing,propensive rapture json test
19635,Example,example|image,imajine image example
15218,Crawler,crawler|network|ssh,fscrawler crawler ssh
22616,Database,jdbc|sql|pooling,opennms dependency jdbc pool
3749,Web Applications,application|example|web|webapp|wicket,wicketstuff datatable autocomplete example
4779,Web Applications,application|proxy|web|webapp,saumya mojo proxy
11985,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
15770,UI,css|styles,lesscss
4963,Web Applications,application|security|server|web|webapp,wso appserver security check
8052,IDE Modules,binding|eclipse|plugin|snmp,openhab bind snmp
1313,IDE Modules,annotations|eclipse|plugin,sonatype extra plexus annotation
20533,Example,example|persistence,blazebit blaze persistence example
17720,Example,example,example parent
26096,OSGi,osgi|provider,osgi enroute authenticator simple provider
3548,Web Applications,application|example|web|webapp,wink example
20213,Example,example|jms|queue|spring,fridujo spring automocker jms sample
8239,File Handler,binding|xml,uvic cfar swim aixm meta jaxb
9351,Build Automation Tool Plugins,build|build-system|extension|maven|plugin,soebe jupiter extension maven plugin
2449,Web Applications,application|device|management|plugin|web|webapp|websocket,wso carbon devicemgt plugin device mgt output adapter websocket endpoint
6227,Web Applications,application|web|webapp,ocpsoft rewrite showcase access control
27826,Application Layer Protocol Integration,ssl,netty static sg
8079,File Handler,binding|io|xml,openfeign feign jackson jaxb
11688,Build Automation Tool Plugins,build|build-system|maven|plugin,trajano mojo maven plugin
19153,Example,example,sample
11560,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
5563,Web Applications,application|web|webapp,oodt cas product
26217,File Handler,pdf,bengolder pdf xml
21347,Application Layer Protocol Integration,ftp|network,common
13288,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector stream kafka connector
28041,Testing,testing,japgolly nyaya testsjs
24117,Logging / Monitoring,logging,daioware log
22050,Utilities,io,propensive rapture
7751,Utilities,base64|encoding,webjar bower js base
20038,Example,example|javaee,geronimo sample javaee
11669,Build Automation Tool Plugins,build|build-system|maven|plugin,sourceforge openutil gitflow maven plugin
1716,Build Automation Tool Plugins,aop|aspect|build|build-system|maven|plugin,aspectj maven plugin
28403,Utilities,validation,validation
12372,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
685,Database,amazon|aws|client|database|dynamodb|io|scala,atlassian aw scala dynamodb
13005,Caching,cache,marmotta backend ehcache
4592,Web Applications,application|plugin|web|webapp,atlassian plugin
7746,Utilities,base64|encoding,marklister basesjs
24000,Logging / Monitoring,logging,sysa log sanitizer
1402,Testing,annotations|processor|testing,name testing annotation processor parent
15039,Configuration Libraries,config,ekrich sconfig
17438,IDE Modules,eclipse|plugin|testing,blackbelt jdk test rcp
9211,Build Automation Tool Plugins,build|build-system|deployment|maven|plugin,project maven deploy
25285,Build Automation Tool Plugins,maven|plugin,teiid plugin
1601,Build,ant,composite ant
6585,Web Applications,application|web|webapp|webservice,jersey contrib bill burke book ex
17945,Example,example,actionbarsherlock sample
3391,Example,application|example|web|webapp,example
17179,IDE Modules,eclipse|model|plugin|runtime,smarthome model rule runtime
21956,Database,hibernate|mapping|persistence,hibernate core
17755,Example,example,flink java example
1022,Code analyses,analysis|collector,skywalke apm collector analysis
11732,Build Automation Tool Plugins,build|build-system|maven|plugin,maven helper plugin
19329,Example,example|extension,cartridge extension example
17680,Mailing,esb|mail,servicemix mail
2374,Web Applications,application|dashboard|web|webapp,wso carbon feature dashboard
19817,Example,example|io,knotx example handlebar ext
23331,Languages / Compiler / Interpretation,jvm|language,lang
20198,Example,example|jms|queue,consol citrus simulator sample jms
21746,Graph Algorithms and Tools,graph,tinkerpop blueprint graph
22087,File Handler,io|json,argonaut
14537,Job Scheduling,clojure|scheduling,cronj
27679,Social Network Clients,social|twitter,twitterj
20371,Example,example|manager|spring,bluestemsoftware open eoa example application spring manager
27685,Social Network Clients,social|twitter,liferay social bookmark twitter
1412,Build,ant,ant javamail
27385,Testing,selenium|testing,bordertech selenium
15433,Cryptography,cryptography,shiro crypto core
13502,Example,camel|example|io|spring,camel spring boot example simple
15083,OSGi,config|osgi|service,osgi service
2544,Web Applications,application|ejb|jboss|reference|web|webapp,jboss ejb tutorial
24897,File Handler,markdown,databinder pamflet knockoff
22397,Languages / Compiler / Interpretation,javax|specs|standard,javax jcr
10136,Build Automation Tool Plugins,build|build-system|maven|plugin,geronimo plugin testsuite maven
18655,Example,example,mt cs rv sample
14617,Testing,code-coverage|plugin,sksamuel scoverage scalac plugin
10562,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin feature
4532,Web Applications,application|notification|portlet|web|webapp,jasig portlet notification webapp
2822,Web Applications,application|example|jboss|model|remote|web|webapp,jboss seam remote model example
1337,Security / Authentification,annotations|io|security,micronaut security annotation
9390,Build Automation Tool Plugins,build|build-system|frontend|maven|plugin,frontend maven plugin
26554,Testing,quality,jsr maven plugin
6751,Aspect Oriented,aspect|aop,stefanutti metric aspectj
13097,Stream Processing,camel|connector|hazelcast|kafka|streaming,camel kafkaconnector hazelcast kafka connector
19188,Example,example,demo
3318,Example,application|example|web|webapp,example
12114,Build Automation Tool Plugins,build|build-system|maven|plugin,ninjaframework ninja maven plugin
16226,Utilities,date|time,time
16557,Dependency Injection,dependency-injection,sonatype sisu inject
24342,Logging / Monitoring,logging,stackify error logback
13263,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector kafka connector
27888,UI,swing,swinglab swingx action
2942,Example,application|example|manager|spring|web|webapp,bluestemsoftware open eoa example application spring order manager web
16495,Dependency Injection,dependency-injection,peterphi std guice stdlib webapp
6729,Aspect Oriented,aspect|aop,aspectj runtime
14740,Utilities,collections|structures|twitter,twitter util collection
27856,Stream Processing,streaming|yarn|spring|kafka|cloud|hadoop|launcher,springframework cloud stream app task launcher yarn kafka
17733,Example,example,cxf dosgi sample ri
665,Testing,amazon|aws|camel|integration|testing,camel quarkus aw integration test
18667,Example,example,avcompris common avc example share core
25759,Native Access Tools,native,locationtech geomesa native api
21340,Application Layer Protocol Integration,ftp|network,ftpserver core
22122,File Handler,io|json,circe coresjs
26025,OSGi,osgi,osgi enroute base api
2981,Web Applications,application|example|persistence|web|webapp,ninjaframework ninja demo application mybatis
13907,Database,cassandra|connector|database|embedded|spark,yugabyte spark cassandra connector embed
26105,OSGi,osgi|provider|rest,osgi enroute rest simple provider
21038,Example,example|text,hyrack example text
4255,Web Applications,application|jetty|server|testing|web|webapp|webserver,mortbay jetty testwar test war
4075,Web Applications,application|io|plugin|policy|web|webapp,apiman plugin simple header policy
13735,Mailing,camel|mail,camel springboot mail starter
11945,Build Automation Tool Plugins,build|build-system|maven|plugin,honton chas dependency maven plugin
21884,Graph Algorithms and Tools,graph|scala,assembla scala incubator graph dot
4338,Web Applications,application|language|service|web|webapp,weblab service language
6473,Web Applications,application|web|webapp,skltp web
6902,UI,assets|jquery|web,jszip redist jquery
13740,Build Automation Tool Plugins,camel|maven|plugin|resource,camel resource plugin
20714,Example,example|scala|web-framework,liftweb example
25441,Utilities,mime,propensive rapture mime
14106,Chart Libraries,chart|visualization|wicket,wicked chart wicket
24187,Logging / Monitoring,logging,guice log master
4548,Web Applications,application|platform|server|web|webapp,bill killbill platform server
3292,Example,application|example|web|webapp,example war
10989,Build Automation Tool Plugins,build|build-system|maven|plugin,gitee lkm codegen maven plugin
9830,Build Automation Tool Plugins,build|build-system|io|maven|plugin|tracing,opentrace contrib maven plugin
11696,Build Automation Tool Plugins,build|build-system|maven|plugin,unit maven plugin handlebar
4713,Web Applications,application|portlet|search|web|webapp,jasig portlet search
13855,Database,cassandra|client|connector|database|spark,datastax spark cassandra connector
19048,Example,example,ikasan demo
6801,UI,assets,webjar npm
17734,Example,example,cxf dosgi sample ri ds
13266,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector kafka connector
27903,UI,swing|ui,swinglab swing layout
1577,Build,ant,ant task
17537,Build Automation Tool Plugins,elastic|elasticsearch|maven|plugin|search|streaming,stream plugin elasticsearch
5572,Web Applications,application|web|webapp,rya web
13419,Example,camel|esb|example|soap,servicemix example camel cxf soap
13369,Testing,camel|deployment|integration|support|testing,camel quarkus integration test support core main ext deployment
9493,Build Automation Tool Plugins,build|build-system|google|maven|plugin,google code maven license plugin
1194,Testing,android|functional|mobile|testing,tidalwave bluebill mobile android test functional
5690,Web Applications,application|web|webapp,overlord common idp
16785,DNS Libraries,dns,ldaniel scalajs nodejs dns
15382,Cryptography,cryptography,ubirch util crypto
17994,Example,example,baidu example
14702,Utilities,collections|structures,common primitive
20644,Example,example|resource,sample resource
21883,Graph Algorithms and Tools,graph|scala,assembla scala incubator graph dot
9179,Build Automation Tool Plugins,build|build-system|database|graph|maven|neo4j|plugin,neoj build plugin license maven
29,Database,accumulo|bundle,nifi accumulo bundle
3946,Web Applications,application|hadoop|web|webapp,hadoop webapp
14983,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
6208,Web Applications,application|web|webapp,control
21628,Build Automation Tool Plugins,git|maven|plugin|scm,cs resolve plugin
16200,Utilities,date|time,nscala time
18412,Example,example,example
24285,Logging / Monitoring,logging,outr scribe
19459,Example,example|google,google code flexlib example
21665,Messaging / Integration,google|messaging,google pubsub
21547,Languages / Compiler / Interpretation,generator|module|parser|scala,scala lang module parser combinatorssjs
6907,UI,assets|jquery|web,webjar jquery
9431,Build Automation Tool Plugins,build|build-system|generator|maven|plugin,name remal maven plugin jooq generator
2610,Web Applications,application|event|rest|system|web|webapp,alpharogroup event system rest web
14543,Cloud Computing,cloud|computing,jcloud compute
26178,Utilities,parser,type parser
22372,Languages / Compiler / Interpretation,javax|specs|spring|standard|validation,javax validation springsource
20111,Example,example|jetty|server|webserver,geronimo sample jetty
3915,Web Applications,application|google|web|webapp,google webapp
15823,UI,css|styles,lihaoyi cssparsesjs
23743,Languages / Compiler / Interpretation,language,ballerinalang language server core
20372,Example,example|manager|spring,bluestemsoftware open eoa example application spring manager
14406,Application Layer Protocol Integration,client|http|service,service client http
22535,Database,jdbc|spring|sql,jdbc spring parent
3565,Web Applications,application|example|web|webapp,jvnet sample ws
1460,Build,ant,hive ant
12407,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
5855,Web Applications,application|web|webapp,cms start
9778,Build Automation Tool Plugins,build|build-system|io|maven|plugin,maven plugin
7787,Utilities,beans|validation,bean validation
19385,Example,example|framework,grizzly framework sample
9911,Build Automation Tool Plugins,build|build-system|jetty|maven|plugin|server|unix|webserver,mortbay jetty toolchain unix maven plugin
7012,UI,assets|web,webjar backbone
14955,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
5823,Web Applications,application|web|webapp,netflix web
18877,Example,example,sample
21187,Exception Handling,extension|exception,extension exception
4617,Web Applications,application|plugin|web|webapp,entando plugin
28024,Testing,testing,japgolly microlib test util
11675,Build Automation Tool Plugins,build|build-system|maven|plugin,sourceforge maven plugin
24052,Logging / Monitoring,logging,log js
14635,Testing,code-coverage|runtime,sidorenko scoverage scalac runtime
27025,Testing,scala|testing,scalacheck
8244,File Handler,binding|xml,uvic cfar swim jaxb
1843,Web Applications,application|authentication|web|webapp,cargo authentication war
2756,Example,application|example|io|mvc|rest|spring|web|webapp,rest assure example spring mvc webapp
12883,Build Automation Tool Plugins,build|build-system|maven|plugin|xml,maven plugin xml
4929,Web Applications,application|scala|web|web-framework|webapp,liftweb lift hello scalate
8933,Build Automation Tool Plugins,build|build-system|bundle|maven|osgi|plugin,maven plugin osgi bundle
23019,UI,jsp|portal|taglib,liferay portal util taglib
21812,Graph Algorithms and Tools,graph,allenai tinkerpop blueprint graph
7208,UI,assets|web,webjar
12695,Build Automation Tool Plugins,build|build-system|maven|plugin|spark,smallmind spark maven plugin
1340,Languages / Compiler / Interpretation,annotations|javax|specs|spring|standard,javax annotation springsource
13161,Stream Processing,camel|connector|kafka|smtp|streaming,camel kafkaconnector smtp kafka connector
15469,Cryptography,cryptography,xwiki platform core crypto
17942,Example,example,actionbarsherlock sample demos
11890,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
20867,Example,example|socket,codeminder socketio sample
20581,Example,example|portal,liferay face demo portal parent
8687,Operations management,bpm|client,camunda bpm external task client root
2298,Web Applications,application|console|gwt|rule-engine|server|ui|web|webapp,drool gwt console server
28376,Utilities,validation,wix accord apisjs
10758,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
25743,Native Access Tools,native,jboss ws native jbossws
1703,Build,ant|portal,portal jetspeed ant task
9536,Build Automation Tool Plugins,build|build-system|hadoop|maven|plugin,jiayuhan hadoop maven plugin
1880,Web Applications,application|binding|server|web|webapp,chemistry opencmis server binding war
22295,Languages / Compiler / Interpretation,javax|jmx|management|remote|specs|standard,javax management
10949,Build Automation Tool Plugins,build|build-system|maven|plugin,gitflow helper maven plugin
23245,Testing,junit|testing,coldrye junit testing
4621,Web Applications,application|plugin|web|webapp,entando plugin
7665,Logging / Monitoring,aws|metrics|monitoring,alonsodomin kamon cloudwatch
1590,Build,ant,java widget ant task
22683,Managing / Monitoring,jmx|management,jmx
25348,Build Automation Tool Plugins,maven|plugin|scm,stat scm
18233,Example,example,common sample
17395,IDE Modules,eclipse|plugin,sonatype touchpoint mixin
14548,Cloud Computing,cloud|computing|provider,jcloud provider
27908,UI,swing|ui,widget swing
9963,Build Automation Tool Plugins,build|build-system|jsp|maven|plugin,squeakysand jsp maven plugin
13486,Example,camel|example|io,astefanutti camel cdi sample property
17475,IDE Modules,eclipse|plugin|ui,modeone releasenote ui
7105,UI,assets|web,webjar
24512,Logging / Monitoring,logging,osnz composite logback
6608,Web Applications,application|web|webapp|wicket,wildfly quickstart wicket war
11348,Build Automation Tool Plugins,build|build-system|maven|plugin,maven jet plugin
28585,Testing,yarn|hadoop|testing,yarn unit
16742,Stream Processing,distributed|processing|spark|stream|streaming,spark streaming
7262,UI,assets|web,webjar play
14980,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
14864,Compression Libraries,compression,avast bytecompressor jsnappy
16452,Machine Learning,deep-learning|machine-learning,deeplearningj
3658,Web Applications,application|example|web|webapp,example
27470,Marshalling / Unmarshalling,serialization,xuwei msgpackz circesjs
13664,Testing,camel|integration|testing,camel quarkus integration test hystrix
6862,UI,assets|font|web,webjar bowergithub polymerelement font
26143,OSGi,osgi|service,osgi service cdi
