,CATEGORY,TAGS,ga_txt_cleaned
12803,Build Automation Tool Plugins,build|build-system|maven|plugin|tools,dynamictool jasmine maven plugin
6803,UI,assets,webjar npm gulp util
22912,File Handler,json|module|scala,fasterxml jackson module scala
1078,Code analyses,analysis|elastic|elasticsearch|search,codelibs elasticsearch analysis ja
18669,Example,example,avcompris common avc example user core
7923,Benchmarks,benchmark|io,maropu lljvm benchmark
2755,Example,application|example|io|kubernetes|web|webapp,dekorate thorntail on kubernete example
18385,Example,example,speedment example parent
16790,DNS Libraries,dns,google apis api service dns
19224,Example,example,manuelpeinado multichoiceadapter sample
13807,Testing,camel|testing,camel blueprint cxf test
17818,Example,example,juneau example core
12470,Classpath Tools,build|build-system|maven|plugin|classpath,joeldi maven classpath plugin
7198,UI,assets|web,webjar paperjs
8379,Bitcoin,bitcoin|server,bitcoin server
26402,Database,persistence,lftao mybatis pe
25799,Native Access Tools,native,lihaoyi fastparse nativenative
3392,Example,application|example|web|webapp,wix sample petri app
23342,JWT Libraries,jwt,nille jwt aspect
7212,UI,assets|web,webjar qunit
13666,Testing,camel|integration|testing,camel quarkus integration test jira
25487,Testing,mock|mocking|testing,powermock api mockito
7433,Security / Authentification,authentication|io|policy,gravitee policy authentication
22925,File Handler,json|native,json native
22391,Languages / Compiler / Interpretation,javax|specs|standard,javax activation
2853,Web Applications,application|example|jetty|jndi|server|web|webapp|webserver,mortbay jetty example jndi webapp
7998,Benchmarks,benchmark|twitter,twitter util benchmark
939,Web Applications,analysis|application|web|webapp,opensingular singular sso analysis
25447,Testing,mock|mocking,springframework osgi spring mock
6027,Web Applications,application|web|webapp,carewebframework vista webapp testharness
28617,Distributed Coordination,zookeeper,yahoo pulsar zookeeper
15682,Cryptography,cryptography|library,isaichkindanila crypt
16368,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne differentiableany
15740,UI,css|io,udash css sharedsjs
12443,Build Automation Tool Plugins,build|build-system|maven|plugin,lgohlke mojo version maven plugin
18237,Example,example,merakianalytic orianna example
25558,UI,module|scala|swing|ui,scala lang module swing
6835,UI,assets|bootstrap|web,webjar bootstrap addition
19252,Example,example,nkb example
27972,Testing,testing,ebaydatameta util test
24125,Logging / Monitoring,logging,djdch logj staticshutdown
7177,UI,assets|web,webjar metroui
6634,Web Applications,application|web|web-framework|webapp,appfuse light strut
20410,Example,example|model|webapp,osgiliath sample webapp model daos
9534,Build Automation Tool Plugins,build|build-system|gwt|maven|plugin|web-framework,vaadin wscdn maven plugin
12475,Build Automation Tool Plugins,build|build-system|maven|plugin|classpath,chiknrice classpath maven plugin
5023,Web Applications,application|server|web|webapp,wso shindig server
10419,Build Automation Tool Plugins,build|build-system|maven|plugin,fluorumlab reaper maven plugin
1946,Web Applications,application|bpm|server|tomcat|web|webapp|webserver,camunda bpm webapp tomcat
3864,Web Applications,application|framework|swagger|ui|web|webapp,osgiliath framework helper swagger ui
7165,UI,assets|web,webjar listjs
14409,Testing,client|http|testing,httpcomponent client httpclient testing
13899,Database,cassandra|connector|database|driver|io,smartcat cassandra diagnostic driver connector
7194,UI,assets|web,webjar numeral js
17626,Template Engines,engine|play-framework|template|typesafe,typesafe play twirl apisjs
8978,Build Automation Tool Plugins,build|build-system|cassandra|database|maven|plugin,bazaarvoice maven plugin cassandra
18007,Example,example,blazebit blaze weblink example
1050,Code analyses,analysis|deployment,dicode project deploy analysis
19047,Example,example,ikasan demo french
27422,Marshalling / Unmarshalling,serialization,microtweak jbxj serializer core
1125,Build Automation Tool Plugins,analytics|build|build-system|maven|plugin,wso maven analytic publisher plugin
26606,Database,rdf,weblab core helper rdf jena
19301,Example,example,wmlynar example
5895,Web Applications,application|web|webapp,rudin rt testsuite
956,Code analyses,analysis|build|config,matrixjavalib build checkstyle config
27703,Testing,specs|testing,spec core
21825,Graph Algorithms and Tools,graph,hawkular inventory tinkerpop
24910,File Handler,markdown|maven|plugin,toften docmaker
12450,Build Automation Tool Plugins,build|build-system|maven|plugin,saumya mojo bundler maven plugin
15553,Cryptography,cryptography,clarussecure dataoperation encryption
26179,File Handler,parser|html,cat inspiracio html parser
20883,Example,example|spring,aidensuen mongodao spring boot example
14970,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
7070,UI,assets|web,webjar bowergithub polymerelement iron fit behavior
1933,Web Applications,application|bpm|example|web|webapp,camunda bpm example invoice
11835,Build Automation Tool Plugins,build|build-system|maven|plugin,commonjava maven plugin monolith
5454,Web Applications,application|testing|web|webapp,exoplatform kernel exo mc int test
16484,Dependency Injection,dependency-injection,hubspot dropwizard guice
19527,Example,example|gwt|web-framework,vaadin grid pro flow demo
6103,Web Applications,application|web|webapp,fusesource fabric webui
7064,UI,assets|web,webjar bower vis
22396,Languages / Compiler / Interpretation,javax|specs|standard,javax jbi
10563,Build Automation Tool Plugins,build|build-system|maven|plugin,psorobka appium maven plugin
22568,Database,jdbc|sql,mengxianun jdbc
13193,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector cometds kafka connector
23814,Languages / Compiler / Interpretation,language,odysseus juel
17547,Search Engines,elastic|play-framework|search,agiledigital play elastic search core
8949,Build Automation Tool Plugins,build|build-system|cache|generator|maven|parser|plugin|protocol,infinispan protocol parser generator maven plugin
13242,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector ldif kafka connector
16603,Dependency Injection,dependency-injection,jolira guice
3724,Example,application|example|web|webapp|wicket,jennybrown wicket source demo
8709,Operations management,bpm|cloud|connector,activiti cloud connector parent
22798,File Handler,json,minidev json smart
27880,UI,swing,rickyclarkson swingflow
18684,Example,example,fortytwo ripple demo
16991,IDE Modules,eclipse|extension|plugin,che ls jdt extension core
15727,Testing,cryptography|support|testing,theicenet cryptography test support
11266,Build Automation Tool Plugins,build|build-system|maven|plugin,seanshubin detangler maven plugin
2442,Web Applications,application|device|management|mobile|plugin|web|webapp,wso carbon devicemgt plugin device mgt mobile window api
22678,Managing / Monitoring,jmx|management,quantasnet management
6293,Web Applications,application|web|webapp,picketlink employee post sig
13143,Stream Processing,camel|connector|kafka|network|ssh|streaming,camel kafkaconnector ssh kafka connector
27218,Job Scheduling,scheduling|spring,fangzhengjin common quartz spring boot starter
1248,Build Automation Tool Plugins,angular|build|build-system|jaxrs|maven|plugin|rest,nahuelolgiati jaxrs angular maven plugin
22323,Languages / Compiler / Interpretation,javax|osgi|specs|standard|webservice|xml,javax xml webservice api osgi
26474,Database,persistence|tools,gonglb tool autoupdatetable mybatis tkmapper
16548,Dependency Injection,dependency-injection,onebusaway guice jsr
6460,Web Applications,application|web|webapp,wwarn mapssurveyor
9888,Build Automation Tool Plugins,build|build-system|jboss|maven|plugin,jboss maven plugin jdocbook style
24894,File Handler,markdown,henkelmann actuarius
4882,Web Applications,application|rest|web|webapp,hawkular datamine rest
6172,Web Applications,application|web|webapp,kie workbench stunner wb common showcase project
18460,Example,example,vip pallas demo
14798,Distributed Communication,communication|distributed|remoting,lihaoyi autowire
23680,Languages / Compiler / Interpretation,kotlin|language|runtime,jetbrain kotlin stdlib jdk
7176,UI,assets|web,webjar messageformat js
22373,Languages / Compiler / Interpretation,javax|specs|spring|standard|xml,javax xml ws springsource
21477,Logging / Monitoring,generator|logging|maven|plugin,andreasgerhard exception log generator mavenplugin
21640,UI,google|gwt|ui,google dagger gwt
26872,Rule Engines,rule-engine,drool multiple kbase
27715,Testing,specs|testing,spec core
18895,Example,example,deepboof example
15711,Cryptography,cryptography|scripting,xwiki platform crypto script
15456,Cryptography,cryptography,sonatype sisu goody crypto
14641,Testing,code-coverage|runtime|twitter,twitter scoverage scalac runtimesjs
20838,Example,example|service,bazaarvoice ostrich example dictionary service
5598,Web Applications,application|web|webapp,jonas jpaas api
16743,Stream Processing,distributed|processing|spark|stream|streaming,spark streaming
8209,File Handler,binding|xml,ethlo unece jaxb sbdh
28374,Utilities,validation,wix accord apisjs
19993,Example,example|io|service,knotx acme sample service
4913,Web Applications,application|rule-engine|web|webapp,drool guvnor webapp
1293,Languages / Compiler / Interpretation,annotations|cache|javax|specs|spring|standard,javax cache spring annotation tester
21802,Graph Algorithms and Tools,graph,gohla persistent graph
15170,Crawler,crawler,vidageek crawler
23388,Example,jwt|server|example,officefloor tutorial
12899,Build Automation Tool Plugins,build|build-system|maven|plugin|yaml,connect maven merge yaml plugin
27743,Testing,specs|testing,spec
3992,Web Applications,application|identity|portal|web|webapp,wso identity app recovery portal
1684,Testing,ant|example|testing,cargo sample ant configuration test
3903,Web Applications,application|geo|location|web|webapp,util geo geolocation web
10996,Build Automation Tool Plugins,build|build-system|maven|plugin,autoincrement maven plugin
11362,Build Automation Tool Plugins,build|build-system|maven|plugin,updateimpact maven plugin
7208,UI,assets|web,webjar pure
1969,Web Applications,application|bridge|jsf|jsp|portlet|web|webapp,myface portlet bridge guess jsp
8618,UI,bootstrap|gwt|ui,asayama gwt bootstrap
180,Messaging / Integration,actor|akka|amqp|concurrency|distributed|queue|rabbitmq,thenewmotion akka rabbitmq
10532,Build Automation Tool Plugins,build|build-system|maven|plugin,mkolisnyk aerial maven plugin
1899,Web Applications,application|bpm|builder|dashboard|jboss|web|webapp,jboss dashboard builder jbpm
6479,Web Applications,application|web|webapp,rdg resc nc
13370,Testing,camel|deployment|integration|testing,camel quarkus integration test core ext deployment
264,Actor Frameworks,actor|akka|concurrency|distributed|example|osgi|typesafe,typesafe akka sample osgi dining hakker api
3068,Web Applications,application|example|scala|swagger|web|webapp,wordnik swagger scala apm sample app
11728,Build Automation Tool Plugins,build|build-system|maven|plugin,actframework act maven plugin
4475,Web Applications,application|module|web|webapp,geronimo module dojo
4573,Web Applications,application|platform|web|webapp,openurp platform casapp
9897,Build Automation Tool Plugins,build|build-system|jboss|maven|plugin,jboss windup plugin maven
18298,Example,example,onelogin java saml tookit sample
24663,Logging / Monitoring,logging|mock|slf4j,answer mock slfj
2067,Web Applications,application|bundle|web|webapp,entando bundle widget sharewith
7473,JWT Libraries,authentication|jwt|json|security,auth java jwt
16535,Dependency Injection,dependency-injection,hudson main inject
20268,Example,example|json|webservice,glassfish jersey example json jettison
28300,Testing,testing|toolkit|tools,seanyinx test toolkit
21287,UI,framework|scala|web|web-framework,scalatra
9846,Build Automation Tool Plugins,build|build-system|javascript|maven|plugin|tools,dynamictool javascript maven plugin
3540,Web Applications,application|example|web|webapp,wink example
26499,File Handler,plugin|svg,megatronke svg plugin
18513,Example,example,adorsy multibanke example
11615,Build Automation Tool Plugins,build|build-system|maven|plugin,rgielen comj maven plugin
792,Code analyses,analysis,sourceforge pmd
167,File System,actor|akka|amazon|aws|concurrency|distributed|reactive|s3,jiko reactive aw akka
5637,Web Applications,application|web|webapp,gv tool hook
13661,Testing,camel|integration|testing,camel quarkus integration test exec
2272,Web Applications,application|config|service|web|webapp,nhind config service war
3396,Example,application|example|web|webapp,babababa demo ecom app web user
7571,File System,aws|client|s3,emc vipr client
26992,Testing,scala|testing,scalacheck
6042,Web Applications,application|web|webapp,deri xsparql webapp
26533,Languages / Compiler / Interpretation,python,tomassetti kanvas python
8067,File Handler,binding|esb|xml,servicemix spec jaxb api
6596,Web Applications,application|web|webapp|webservice,weblab webservice tika normaliser
21450,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz coresjs
16731,File System,distributed|file-system|hadoop|storage,gluster glusterfs hadoop
15998,File Handler,csv,beangle common csv
23000,Testing,json|testing,glassfish jsonp test
8489,UI,bootstrap,liftmodule fobo twbs bootstrap
4361,Web Applications,application|management|module|portlet|web|webapp,vgregion oppna program account management core bc module portlet
18550,Example,example,usc citius hipster example
4678,Web Applications,application|portal|web|webapp,portal jetspeed layout
21055,Example,example|twitter,arie sample twitter itest
24646,Logging / Monitoring,logging|matching,javacrumb hamcr logger
16367,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne differentiable
14420,Application-/ Web-Server,client|jetty|plugin|server|webserver,skywalke apm jetty client plugin
20099,Example,example|jetty|server|transaction|webserver,geronimo sample jetty
13195,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector corda kafka connector
17214,IDE Modules,eclipse|persistence|plugin|server,binternational snowowl datastore server
22079,File Handler,io|json,circe core
24262,Logging / Monitoring,logging,netflix spectator ext logj
26254,File Handler,pdf,intarsy opensource
19012,Example,example,hivehive example
16234,Utilities,date|time,scalaj time
5302,Web Applications,application|social|web|webapp,picketlink social reg
5972,Web Applications,application|web|webapp,unicon cas mfa overlay
13763,Marshalling / Unmarshalling,camel|protocol|serialization,camel quarkus protobuf
23323,Languages / Compiler / Interpretation,jvm|language,bsf api
13864,Database,cassandra|client|database|io,davidgregory vertex cassandra client
16249,IDE Modules,debug|eclipse|io|plugin|report|reporting|ui,report solution birt debug ui
10457,Build Automation Tool Plugins,build|build-system|maven|plugin,hilcode teng maven plugin
8795,Logging / Monitoring,bridge|logging,log logj api
9026,Build Automation Tool Plugins,build|build-system|cms|maven|plugin,jackrabbit filevault package maven plugin
13041,Languages / Compiler / Interpretation,cache|javax|specs|standard,javax cache implementation ri
28099,Testing,testing,lbitonti deltaspike dbunit
6985,UI,assets|web,webjar openlayer
27109,Testing,scala|testing,scalatest
22231,Marshalling / Unmarshalling,io|serialization,flysium yew serialization fastjson
26451,Database,persistence|plugin,chenhaiyang mybatis encrypt plugin
977,Testing,analysis|code-coverage|coverage,jmockit coverage
22304,Languages / Compiler / Interpretation,javax|jsf|specs|standard,javax face jsf facelet
25915,Natural Language Processing,nlp,houbb nlp sd
12158,Build Automation Tool Plugins,build|build-system|maven|plugin,util maven antrmic plugin
18194,Example,example,khubla cbean example
4944,Web Applications,application|scheduling|web|webapp,sakaiproject scheduler tool
18971,Example,example,fusesource fabric example
7975,Benchmarks,benchmark|server,cometd java benchmark server
24704,Logging / Monitoring,logging|play-framework|typesafe,typesafe play logback
12594,Build Automation Tool Plugins,build|build-system|maven|plugin|rule-engine,lightful maven plugin drool
13289,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector telegram kafka connector
18189,Example,example,jwebmp example undertow atmosphere push
3954,Web Applications,application|hibernate|persistence|web|webapp,easybean war hibernate
21371,Languages / Compiler / Interpretation,functional|io,atlassian fugue
9006,Build Automation Tool Plugins,build|build-system|cloud|google|maven|plugin|tools,google cloud tool jib maven plugin
24891,File Handler,markdown,pegdown
501,Web Applications,admin|application|service|web|webapp,skltp tk tp vagval admin service
23990,Logging / Monitoring,logging,paluch log logstash gelf
12114,Build Automation Tool Plugins,build|build-system|maven|plugin,ninjaframework ninja maven plugin
15676,Cryptography,cryptography|kotlin,ionspin kotlin multiplatform crypto iosarm
4415,Web Applications,application|metrics|web|webapp,ne metric goodwill
22721,Database,jpa|persistence,jknack mwa jpa
11218,Build Automation Tool Plugins,build|build-system|maven|plugin,phloc maven closure plugin
27991,Testing,testing,hcsp test helper
26489,Job Scheduling,plugin|cron|column,jvnet hudson plugin croncolumn
12374,Build Automation Tool Plugins,build|build-system|maven|plugin,retep maven
5811,Web Applications,application|web|webapp,moomanow web
26754,Rule Engines,rule-engine,drool wb guide scorecard editor api
2779,Example,application|example|io|web|webapp,dekorate thorntail on openshift example
4308,Web Applications,application|jsf|testing|web|webapp,jakubholy jeeutil jsfelcheck test webapp jsf facelet
25805,Native Access Tools,native,muquit libsodiumjna libsodium jna
4018,Web Applications,application|integration|testing|web|webapp,causal shoelace apphome integration test standalone
14251,Application Layer Protocol Integration,client|http,nike wingtip http client
1243,UI,angular|assets|web,webjar bower angular
8182,File Handler,binding|xml,jvnet jaxbcommon jaxb basic
24585,Logging / Monitoring,logging,graylog repackage natty
24742,Logging / Monitoring,logging|query,graphfoundation ongdb query log
13786,Security / Authentification,camel|security,camel springboot shiro starter
1805,Web Applications,application|authentication|identity|oauth|web|webapp,wso carbon identity inbound auth oauth dcr endpoint
18221,Example,example,luketebbs uniform example program
26447,IDE Modules,persistence,kenai nbpwr javax persistence
14250,Application Layer Protocol Integration,client|http,cisco oss foundation http client
25927,Natural Language Processing,nlp,ai idylnlp nlp entity recognizer model
5729,Web Applications,application|web|webapp,backbase oss blade webapp
9895,Build Automation Tool Plugins,build|build-system|jboss|maven|plugin,jboss shrinkwrap resolver maven plugin
27428,Marshalling / Unmarshalling,serialization,tkr aerospiker msgpack
168,Messaging / Integration,actor|akka|amqp|concurrency|distributed|io|queue|rabbitmq,morgaroth akka rabbitmq
28014,Testing,testing,inthenow brick testssjs
11689,Build Automation Tool Plugins,build|build-system|maven|plugin,trajano mojo codestyle maven plugin
27583,Application-/ Web-Server,server|tomcat|webserver,psi probe tomcat
8087,Languages / Compiler / Interpretation,binding|javax|specs|standard|xml,javax xml jaxb xjc
28609,Distributed Coordination,zookeeper,netflix archaius zookeeper
22641,Messaging / Integration,jms|queue,jameshnsear xqa common qpid jms
4247,Web Applications,application|jetty|server|testing|web|webapp|webserver,mortbay jetty test
15921,File Handler,csv,skife kasparov csv
26396,Database,persistence,hexindai sharde mybatis
15023,Configuration Libraries,config,lambdista config
7921,Benchmarks,benchmark|io,guyko benchmark
14187,Database,client|elasticsearch|search,blacklocus jre
8791,Logging / Monitoring,bridge|jboss|logging|slf4j|stub,jboss log jul slfj stub
15230,Crawler,crawler|web,sourceforge web harvest webharv
17581,Testing,elastic|testing,sksamuel elastic test
8644,Operations management,bpm,activiti bpmn converter
342,Job Scheduling,actor|akka|concurrency|distributed|scheduling,enragedginger akka quartz scheduler
8088,File Handler,binding|javax|specs|standard|xml,javax xml bind jaxb api
15396,Cryptography,cryptography,gob afirma crypto cade
16865,DNS Libraries,dns,webjar npm multicast dns service type
28536,Cluster Managment,yarn,cloudera hue livy yarn
23235,Testing,junit|testing,bmiag tapir junit execution
16854,DNS Libraries,dns,opennms core test api dns
14304,Application Layer Protocol Integration,client|http,squareup retrofit
9878,Build Automation Tool Plugins,build|build-system|jboss|maven|plugin,jboss galleon pack build maven plugin
19341,Example,example|extension|jsf,myface extension cdi example jsf project
9060,Build Automation Tool Plugins,build|build-system|compiler|geo|maven|parser|plugin,geotool maven jjtree javacc
28499,File Handler,xml,simy xpath xml xom
9024,Build Automation Tool Plugins,build|build-system|cms|doc|maven|plugin|spring,alfresco maven plugin spring roo doc
28577,Cluster Managment,yarn|hadoop|data|spring,springframework datum spring yarn core
7006,UI,assets|web,webjar amdefine
19933,Example,example|io|kubernetes|spring,dekorate spring boot on kubernete example
11234,Build Automation Tool Plugins,build|build-system|maven|plugin,pyxme jme maven plugin
1288,OSGi,annotations|bundle|osgi,osgi annotation bundle
6096,Web Applications,application|web|webapp,ferris journal jws
27127,Testing,scala|testing,scalatest
19882,Example,example|io,undertow example
22285,Java Specifications,javascript,jawr core
16839,DNS Libraries,dns,asynchttpclient netty codec dns
8410,UI,bootstrap,helger ph oton bootstrap uictrl
13259,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector pg replication slot kafka connector
158,Actor Frameworks,actor|akka|amazon|aws|concurrency|distributed|reactive,jiko reactive aw common akka
7229,UI,assets|web,webjar sgvizler
2719,Example,application|example|gwt|web|web-framework|webapp,vaadin external atmosphere sample nativesocketio chat
7511,Security / Authentification,authentication|module|oauth,ymate module oauth parent
23529,Stream Processing,kafka|streaming,datamountaineer kafka connect transformer
2464,Web Applications,application|discovery|web|webapp,dspace discovery xmlui webapp
13804,File Handler,camel|support|xml,camel quarkus support xstream
1507,Build,ant,objectstyle woproject ant task
12813,Build Automation Tool Plugins,build|build-system|maven|plugin|tools,immutable tool maven shade plugin
9386,Build Automation Tool Plugins,build|build-system|framework|maven|plugin,wisdom framework typescript maven plugin
6584,Web Applications,application|web|webapp|webservice,jersey contrib bill burke book ex
11206,Build Automation Tool Plugins,build|build-system|maven|plugin,opentable expose version maven plugin
6894,UI,assets|javascript|logging|web,webjar logjavascript
5663,Web Applications,application|web|webapp,nuecho rivr voicexml dialogue runner
9757,Build Automation Tool Plugins,build|build-system|io|maven|plugin,sitoolkit wt sit maven plugin
20307,Example,example|kotlin,beam example kotlin
13142,Stream Processing,camel|connector|kafka|network|socket|streaming,camel kafkaconnector mina kafka connector
19739,Example,example|io,apigee trireme sample
28202,Testing,testing,xapn test you think core
9055,Build Automation Tool Plugins,build|build-system|compatibility|io|maven|plugin|swagger,kemtoa swagger backwards compat maven plugin
21161,Example,example|zookeeper,yoloho schedule tbschedule demo zookeeper
22366,Languages / Compiler / Interpretation,javax|specs|spring|standard,javax jdo springsource
2746,Example,application|example|image|io|servlet|web|webapp,fabric jube image example hello servlet
28266,Testing,testing,lihaoyi utestsjs
8277,File Handler,binding|xml,digidocj dss tsl jaxb
3059,Example,application|example|rest|twitter|web|webapp,atmosphere sample rest twitter
27246,Search Engines,search|engine,browseengine bobo browse
5962,Web Applications,application|web|webapp,openurp lixin admission adminapp
23911,Build Automation Tool Plugins,loader|maven|plugin,bitbucket theromefather property loader plugin
13738,Build Automation Tool Plugins,camel|maven|plugin,camel restdsl openapi plugin
16958,IDE Modules,eclipse|engine|io|plugin|report|reporting,report solution birt engine emitter odp
12219,Build Automation Tool Plugins,build|build-system|maven|plugin,sitoolkit wt sit maven plugin
23126,Testing,junit|testing,junit jupiter param
23223,Testing,junit|testing,undefinedlab scope rule junit
17845,Example,example,rampart sample
24059,Logging / Monitoring,logging,ai republic log java
26437,Database,persistence,willtong mybatis helper page
471,Web Applications,admin|application|config|protocol|serialization|thrift|tools|web|webapp,deephack toolsj config admin thrift
18331,Example,example,projectdarkstar example projectsnowman snowman common
16084,IDE Modules,data|eclipse|io|jdbc|plugin|report|reporting|sql|ui,report solution birt datum oda jdbc dbprofile sampledb ui
26395,Database,persistence,gdouyang mybatis querymethod
21617,Utilities,generator|uuid,lshift diffa snowflake
7796,Utilities,beans|validation|wicket,ftline wicket bean validation metagen
22464,Application-/ Web-Server,jboss|server,jboss aerogear simplepush server wildfly
19403,Example,example|frontend|ui,progressoft brix domino evenbus sample frontend ui
18076,Example,example,dukescript amaronui demo
17681,Mailing,esb|mail|service,servicemix tooling mail service unit
9089,Build Automation Tool Plugins,build|build-system|compiler|maven|plugin,geodienstencentrum maven closure compiler plugin
6481,Web Applications,application|web|webapp,ponder rsf web template
19636,Example,example|image|io,apk source image example
1562,Build,ant,helger ph schematron ant task
7319,UI,assets|web,webjar npm underscore
9456,Build Automation Tool Plugins,build|build-system|git|maven|plugin,gitlab hayne paranamer maven plugin
22117,File Handler,io|json,circe coresjs
1177,Dependency Injection,android|dependency-injection|io,jentz winter android
5699,Web Applications,application|web|webapp,austriapro ebinterface web
16818,DNS Libraries,dns,cloudsoft brooklyn dns aw route
27041,Testing,scala|testing,scalacheck
6505,Web Applications,application|web|webapp,wildfly quickstart deltaspike projectstage
10808,Build Automation Tool Plugins,build|build-system|maven|plugin,alibaba citrus tool maven docbook plugin
10169,Build Automation Tool Plugins,build|build-system|maven|plugin,nifi nar maven plugin
23807,Languages / Compiler / Interpretation,language,xenoamess multilanguage
10135,Build Automation Tool Plugins,build|build-system|maven|plugin,geronimo plugin maven
2461,Web Applications,application|discovery|search|server|solr|testing|web|webapp,bl wa discovery solr test server
11984,Build Automation Tool Plugins,build|build-system|maven|plugin,jbake maven plugin
14237,Application Layer Protocol Integration,client|framework|http,skinny framework http client
26951,Marshalling / Unmarshalling,scala|serialization,msgpack scala
15450,Cryptography,cryptography,restlet jee ext crypto
1206,Utilities,android|validation,chenyoca fire eye
21786,Graph Algorithms and Tools,graph,ml sparkle graph util
443,Actor Frameworks,actor|concurrency|scala|web-framework,liftweb lift actor
15696,Cryptography,cryptography|osgi|service,blackbelt osgi encryption service
24913,File Handler,markdown|scala|web-framework,liftweb lift markdown
2859,Web Applications,application|example|jms|queue|rest|web|webapp,activemq example rest mixed jms
21011,Example,example|system|webservice,glassfish jersey example system property
701,File System,amazon|aws|cloud|provider|s3,jcloud provider aw
12252,Build Automation Tool Plugins,build|build-system|maven|plugin,sonatype tycho maven plugin
11560,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin soot
23847,Languages / Compiler / Interpretation,language|server,epfl lamp dotty language server
14258,Application Layer Protocol Integration,client|http,httpk client
7058,UI,assets|web,webjar bower leaflet draw
15702,Utilities,cryptography|pooling,beiter michael cryptoj pool
14774,Database,commons|rdf,common rdf api
8918,Build Automation Tool Plugins,build|build-system|builder|maven|plugin,agilejava docbkx builder maven plugin
19288,Example,example,tantalor structlogger example
740,Code analyses,analysis,anrisoftware gsanalysis analysis
18797,Example,example,fiken oss junixsocket demo
190,Security / Authentification,actor|akka|authentication|concurrency|distributed|http|oauth|provider,nulab inc akka http oauth provider
1893,Web Applications,application|bootstrap|web|webapp,pojosontheweb woko web bootstrap
15480,Cryptography,cryptography,cc youchain crypto
4736,Web Applications,application|portlet|web|webapp,jasig portlet
8060,IDE Modules,binding|eclipse|runtime,core databinde
16895,DNS Libraries,dns|network,littleshoot dnssecj
26519,UI,primefaces,primeface theme south street
3025,Example,application|example|portlet|web|webapp,liferay face demos iceface document portlet
18637,Example,example,defy chili example
20050,Example,example|javaee|server|tomcat|webserver,geronimo sample cviewer javaee tomcat
22412,Languages / Compiler / Interpretation,javax|specs|standard,javax sip jain sctp
19130,Example,example,carlopantaleo jmodel sample project
20068,Example,example|jboss,jboss demos internal
11400,Build Automation Tool Plugins,build|build-system|maven|plugin,akquinet jbosscc latex maven plugin
9168,Build Automation Tool Plugins,build|build-system|data|datasource|maven|plugin,wso maven datasource plugin
1023,Code analyses,analysis|collector,jvnet hudson plugin analysis collector
22500,Database,jdbc,usc jdbcdslog
27176,File Handler,scala|xml,scala lang xml
13902,Database,cassandra|connector|database|driver|spark,datastax spark cassandra connector driver
16021,IDE Modules,csv|eclipse|engine|io|plugin|report|reporting,report solution birt engine dataextraction csv
4924,Web Applications,application|scala|web|web-framework|webapp,liftweb web
27593,Application-/ Web-Server,server|tomcat|webserver,waffle tomcat
22404,Languages / Compiler / Interpretation,javax|specs|standard,javax slee jain
8502,UI,bootstrap,liftmodule fobo twbs bootstrap
480,Web Applications,admin|application|esb|rest|web|webapp,esbtool message admin esb rest save
22575,Database,jdbc|sql,niupengyu ahead frame jdbc
17196,IDE Modules,eclipse|osgi|plugin,karaf eik plugin fusesource jansi
3695,Example,application|example|web|webapp|webservice,glassfish jersey example cdi webapp
13479,Example,camel|example|image|io|osgi,fabric jube image quickstart karaf beginner camel errorhandler
20415,Example,example|module,ddth demo module
4990,Web Applications,application|server|testing|web|webapp,brettonw bedrock test server
25754,Native Access Tools,native,jogamp gluegen rt main
3572,Web Applications,application|example|web|webapp,mortbay hightide example root
16627,Dependency Injection,dependency-injection,wvlet airframe
6198,Web Applications,application|web|webapp,mobicent mayday web
20813,Example,example|server|socket|tomcat|webserver,codeminder socketio sample chat tomcat
4453,Web Applications,application|module|portlet|web|webapp,vgregion usd issue core module portlet
11584,Build Automation Tool Plugins,build|build-system|maven|plugin,officefloor maven woof plugin
14727,Utilities,collections|structures,mapdb
7600,Database,aws|database|dynamodb|io,stardog stardao dynamodb
11983,Build Automation Tool Plugins,build|build-system|maven|plugin,jaxsb maven plugin
9856,Build Automation Tool Plugins,build|build-system|jaxrs|maven|plugin|rest|swagger,cc catalyst swagger jaxrs maven plugin
16061,File Handler,csv|spark,databrick spark csv
23844,Languages / Compiler / Interpretation,language|server,epfl lamp dotty language server
18131,Example,example,jeeunit example
25746,Native Access Tools,native,jboss ws native jbossws jaxws ext
11791,Build Automation Tool Plugins,build|build-system|maven|plugin,bitstring maven plugin portallocator
20559,Example,example|plugin,buschmais jqassistant example plugin
5134,Web Applications,application|server|web|webapp|webservice,wso appserver mtomjaxws
23460,Stream Processing,kafka|streaming,kafka contrib
16037,File Handler,csv|filtering|io,bitbucket tck widebase csv filter swfx
28533,Cluster Managment,yarn,cern hadoop yarn api
15828,UI,css|svg,batik springsource css
