,CATEGORY,TAGS,ga_txt_cleaned
12067,Build Automation Tool Plugins,build|build-system|maven|plugin,kuali maven plugin
7864,Benchmarks,benchmark,dishevel dsh benchmark
16028,File Handler,csv|export,export type csv
12800,Build Automation Tool Plugins,build|build-system|maven|plugin|tools,tool maven plugin
24514,Logging / Monitoring,logging,osnz composite log logback
26730,Rule Engines,rule-engine,drool grid
24675,Logging / Monitoring,logging|native,dblock logjna
18984,Example,example,glassfish fighterfish sample helloworld
5691,Web Applications,application|web|webapp,overlord common idp eap
8013,Database,bigdata|hadoop|query|spark|sql,spark sql
9446,Build Automation Tool Plugins,build|build-system|generator|maven|plugin|testing,maven plugin javabean test generator
23640,Stream Processing,kafka|streaming,jeffshaw kafka
9836,Build Automation Tool Plugins,build|build-system|io|maven|plugin|validation,flyway validator maven plugin
14837,Languages / Compiler / Interpretation,compiler|generator|parser,antlr
14121,Database,client|clojure|database|dynamodb,faraday
6476,Web Applications,application|web|webapp,ebi atlas web
14690,Utilities,collections|structures,objecto collection
19890,Example,example|io,wcm sample
6096,Web Applications,application|web|webapp,ferris journal jws
1095,Code analyses,analysis|elasticsearch,overlord rtgov activity analysis situation store elasticsearch
1356,OSGi,annotations|osgi,osgi annotation
12675,Build Automation Tool Plugins,build|build-system|maven|plugin|service|webservice,axis javawsdl maven plugin
16886,DNS Libraries,dns|network,dns
6215,Web Applications,application|web|webapp,nanocontainer nanowar webwork webapp
4993,Web Applications,application|server|testing|web|webapp,wso appserver context reload test webapp
18234,Example,example,mcxiaoke sample
4648,Web Applications,application|plugin|web|webapp,entando plugin
3204,Example,application|example|servlet|web|webapp|webservice,jersey sample simple servlet
10812,Build Automation Tool Plugins,build|build-system|maven|plugin,alipay sofa ark maven plugin
10093,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
12137,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin technology timeline
6909,UI,assets|jquery|web,webjar jquery
17676,Messaging / Integration,esb|jms|queue,servicemix activemq
22643,Messaging / Integration,jms|queue,storm jms
19752,Example,example|io,bound cargo sample
7167,UI,assets|web,webjar lodash
7373,Security / Authentification,authentication|io,rocketbase common auth core
6712,Aspect Oriented,aspect|aop,shiro sample aspectj
16181,Utilities,date|time,nscala time
24100,Logging / Monitoring,logging,log
23944,Logging / Monitoring,logging,gg
8201,File Handler,binding|xml,daedafusion mitre jaxb
4810,Web Applications,application|report|web|webapp,tascape reactor report
5860,Web Applications,application|web|webapp,group webconsole
5317,Web Applications,application|spring|web|webapp,wildfly quickstart spring kitchensink
25864,Native Access Tools,native|stub,cs native stub
9773,Build Automation Tool Plugins,build|build-system|io|maven|plugin,tesla maven plugin
1234,UI,angular|assets|web,webjar angular leaflet
17618,Template Engines,engine|play-framework|template|typesafe,typesafe play twirl api
23310,Testing,junit|testing|tracing,zipkin junit
6908,UI,assets|jquery|web,webjar jquery chain
19473,Example,example|google|gwt|plugin|ui,geomajas plugin layer google gwt example
5232,Web Applications,application|servlet|web|webapp,mobicent servlet sip testsuite application
8154,Testing,binding|testing,fabric bind test
16520,Dependency Injection,dependency-injection,micronaut inject
13702,Application-/ Web-Server,camel|jetty|server|webserver,camel jetty starter
14214,Example,client|example|jms|queue,activemq example jms client
14030,Chart Libraries,chart|eclipse|ui|visualization,neoscada hmi scada ui chart
7610,Database,aws|database|dynamodb|reactive,jiko reactive dynamodb core
13881,Testing,cassandra|config|data|database|spring|testing,nosan cassandra datum test spring boot autoconfigure
6700,Aspect Oriented,aspect|aop,maven aspectwerkz plugin
25323,Build Automation Tool Plugins,maven|plugin|report,gov component demoiselle report
26800,Rule Engines,rule-engine,onap policy drool application actor so
24148,Logging / Monitoring,logging,log
12157,Build Automation Tool Plugins,build|build-system|maven|plugin,maven skin
12781,Build Automation Tool Plugins,build|build-system|maven|plugin|text,text checker maven plugin
2654,Example,application|example|gwt|jquery|messaging|web|web-framework|webapp,vaadin external atmosphere sample jquery pubsub
20601,Example,example|provider,alipay sofa tracer sample with openfeign provider
2636,Example,application|example|filtering|web|webapp,dblock waffle filter demo
24267,Logging / Monitoring,logging,nhl bootique logback
19977,Example,example|io|server,youi server example
3821,Web Applications,application|extension|identity|web|webapp,wso carbon extension identity authenticator endpoint
7315,UI,assets|web,webjar npm
18430,Example,example,demo
25858,Native Access Tools,native|scala,scala native
24003,Logging / Monitoring,logging,sysa log sanitizer logback
25771,Native Access Tools,native,webjar npm native
26413,Database,persistence,myoss phoenix mybatis
8690,Operations management,bpm|client|forms|console,jbpm console ng human task form client
17709,Example,example,arie sample ariestrader entity
10168,Build Automation Tool Plugins,build|build-system|maven|plugin,meecrowave maven plugin
7857,Benchmarks,benchmark,aksw benchmark
23299,Testing,junit|testing,geb junit
6482,Web Applications,application|web|webapp,ponder template
784,Code analyses,analysis,clirr core
14412,File Handler,client|io|json,ktor client json
20842,Example,example|service,kagurabi service example
2679,Example,application|example|gwt|twitter|web|web-framework|webapp,vaadin external atmosphere sample twitter live feed
18693,Example,example,java sezpoz demo pom
1638,Build,ant,pdfbox ant
14967,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
17364,IDE Modules,eclipse|plugin,vorto wizard
590,Web Applications,ajax|application|example|portlet|web|webapp,liferay face demos iceface ipc ajax push portlet
14111,Chart Libraries,charts,xeiam
23595,Stream Processing,kafka|streaming,opentable component otj kafka parent
23822,Languages / Compiler / Interpretation,language|manager,language manager
26872,Rule Engines,rule-engine,drool multiple
25281,Build Automation Tool Plugins,maven|plugin,sonatype tycho publisher plugin
4586,Web Applications,application|plugin|web|webapp,geronimo plugin portlet
6013,Web Applications,application|web|webapp,bedework war
2177,Web Applications,application|client|example|module|spring|transport|web|webapp,jonas cxf transport reliablejms example springmdp module webapp client
1475,Build,ant,emf ant
9538,Build Automation Tool Plugins,build|build-system|hadoop|maven|plugin,shyiko hadoop maven plugin
4367,Web Applications,application|management|service|web|webapp,cafaudit caf audit management service
488,Web Applications,admin|application|management|web|webapp,wso carbon devicemgt certificate mgt cert admin api
7431,Security / Authentification,authentication|io|platform,fabric platform app auth db
28354,Distributed Communication,transaction,jotm
16869,DNS Libraries,dns,proto app dns
25088,Build Automation Tool Plugins,maven|plugin,springboot starter code plugin
13996,Chart Libraries,chart|eclipse|io|osgi|reporting|runtime|visualization,report solution feature birt chart osgi runtime
26820,Rule Engines,rule-engine,dentrassi kura addon drool pmml
7756,Languages / Compiler / Interpretation,batch|javax|specs|standard,javax batch api all
12932,Application Layer Protocol Integration,builder|client|groovy|http|module,groovy module http builder
8691,Operations management,bpm|client|render|forms,jbpm form modeler renderer client
8126,File Handler,binding|plugin|xml,phloc jaxb plugin
14594,Testing,code-coverage|example,emmalanguage emma example flink
20518,Example,example|osgi|servlet,karaf example servlet registration
7934,Benchmarks,benchmark|io,mangoo mangooio benchmark
13300,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector xchange kafka connector
9682,Build Automation Tool Plugins,build|build-system|io|maven|plugin,brooklyn maven plugin
1986,Web Applications,application|browser|sql|web|webapp,shale sql browser
16092,IDE Modules,data|eclipse|io|plugin|report|reporting,report solution birt datum bidi util
23848,Languages / Compiler / Interpretation,language|server,epfl lamp dotty language server
10573,Build Automation Tool Plugins,build|build-system|maven|plugin,rmannibucau common maven plugin
21221,Testing,fluent|kafka|streaming|testing,bakdata fluent kafka stream test
3382,Example,application|example|web|webapp,demo
24102,Logging / Monitoring,logging,java
167,File System,actor|akka|amazon|aws|concurrency|distributed|reactive|s3,jiko reactive aw akka
11138,Build Automation Tool Plugins,build|build-system|maven|plugin,marvinformatic maven plugin
6550,Web Applications,application|web|webapp,xwic jwic
15900,File Handler,csv,eobject metamodel csv
11700,Build Automation Tool Plugins,build|build-system|maven|plugin,unit waitt maven plugin
2708,Example,application|example|gwt|ui|web|web-framework|webapp,vaadin external atmosphere sample gwt chat
12971,Bytecode Libraries,bytecode,bytebuddy byte buddy
27758,Testing,specs|testing,spec
27737,Testing,specs|testing,spec coresjs
17930,Example,example,sample
8159,Testing,binding|testing|testng|text,testngdatabind testng databinde text
16415,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne poly
10626,Build Automation Tool Plugins,build|build-system|maven|plugin,tntim jscover file maven plugin
16609,Dependency Injection,dependency-injection,jwebmp jre javax inject
26075,OSGi,osgi,osgi enroute iot circuit command
171,Messaging / Integration,actor|akka|amqp|concurrency|distributed|queue,sstone akka amqp proxy
15068,IDE Modules,config|eclipse|engine|io|plugin|report|reporting,report solution birt engine emitter config odt
7269,UI,assets|web,webjar bower polymer
15828,UI,css|svg,batik springsource css
20409,Example,example|model|webapp,osgiliath sample webapp model
6441,Web Applications,application|web|webapp,vivoweb vitro webapp
13478,Example,camel|example|image|io|osgi,fabric jube image quickstart karaf beginner camel eip
15969,File Handler,csv,widebase csv swfx
23823,Languages / Compiler / Interpretation,language|parser,java language parser
9231,Build Automation Tool Plugins,build|build-system|distribution|maven|plugin,andromda maven plugin distribution
1093,Code analyses,analysis|elasticsearch,elasticsearch analysis icu
22833,File Handler,json,lihaoyi ujsonsjs
2418,Security / Authentification,application|dependency-injection|security|web|webapp,shiro integrationtest its guice
10122,Build Automation Tool Plugins,build|build-system|maven|plugin,db maven plugin
15926,File Handler,csv,webjar npm
5454,Web Applications,application|testing|web|webapp,exoplatform kernel exo int test
2783,Example,application|example|io|web|webapp,hawt sample
1295,Languages / Compiler / Interpretation,annotations|cache|javax|specs|standard,javax cache cdi annotation tester
9848,Build Automation Tool Plugins,build|build-system|jaxrs|maven|plugin|rest,raml jaxrs maven plugin
18409,Example,example,srotya sidewinder example
6969,UI,assets|tools|web,webjar datatable tool
26103,OSGi,osgi|provider,osgi enroute jsonrpc simple provider
7410,Security / Authentification,authentication|io|oauth,sgr oauth parent
15629,Cryptography,cryptography|google,google crypto tink app
19402,Example,example|frontend,progressoft brix domino evenbus sample frontend
12856,Build Automation Tool Plugins,build|build-system|maven|plugin|vertx,plugin vertx maven
28231,Testing,testing,lihaoyi utest
5694,Web Applications,application|web|webapp,toutatice portail cms nuxeo web
5591,Web Applications,application|web|webapp,testquack api
10512,Build Automation Tool Plugins,build|build-system|maven|plugin,marschall jdep maven plugin
11767,Build Automation Tool Plugins,build|build-system|maven|plugin,axway maven plugin
11540,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
16819,DNS Libraries,dns,cloudsoft jcloud api route
1091,Code analyses,analysis|elasticsearch,codelibs elasticsearch module analysis common
15269,Job Scheduling,cron,jboss seam cron api
19310,Example,example,sample
19319,Example,example|accumulo,accumulo example simple
776,Code analyses,analysis,util analysis
28003,Testing,testing,houbb test
9495,Build Automation Tool Plugins,build|build-system|google|maven|plugin,google code maven play plugin
12120,Build Automation Tool Plugins,build|build-system|maven|plugin,nuiton maven license plugin
5299,Web Applications,application|soap|web|webapp,bp soap
8281,File Handler,binding|xml,fabric databinde jaxb
12028,Build Automation Tool Plugins,build|build-system|maven|plugin,kaaze unpack bower dependency maven plugin
25912,Natural Language Processing,nlp,nlp
24999,Build Automation Tool Plugins,maven|pdf|plugin,cjcook pdf plugin
17093,IDE Modules,eclipse|io|plugin|report|reporting|ui,report solution birt item crosstab ui
27714,Testing,specs|testing,spec core
13010,Caching,cache,core
537,Build Automation Tool Plugins,admin|maven|plugin|server,wcinformatic umls server term admin mojo
14442,Mailing,client|mail,solarmosaic client mail
15090,IDE Modules,connector|eclipse|plugin,bitstring connector
8085,Languages / Compiler / Interpretation,binding|javax|osgi|specs|standard|xml,javax xml bind jaxb api osgi source
16706,IDE Modules,directory|eclipse|plugin,directory studio
2465,Web Applications,application|distribution|example|web|webapp,atlassian crowd demo app distribution
10404,Build Automation Tool Plugins,build|build-system|maven|plugin,dart maven plugin
3584,Web Applications,application|example|web|webapp,easybean example webapp
6255,Web Applications,application|web|webapp,openurp adminapp
3013,Web Applications,application|example|portlet|spring|web|webapp,toutatice portail demo spring portlet
17832,Example,example,example
12980,Bytecode Libraries,bytecode,swing weave tool
22701,Database,jpa|json|persistence,friendlyjava jpa json
871,Code analyses,analysis,simiacryptus java analysis
24318,Logging / Monitoring,logging,rollbar logback
10658,Build Automation Tool Plugins,build|build-system|maven|plugin,proguard maven plugin
4592,Web Applications,application|plugin|web|webapp,atlassian plugin
24891,File Handler,markdown,pegdown
10619,Build Automation Tool Plugins,build|build-system|maven|plugin,smc maven plugin
24723,Logging / Monitoring,logging|plugin,roboconf plugin logger
3725,Example,application|example|web|webapp|wicket,wicket example
15492,Cryptography,cryptography,codacy foundation play crypto
17327,IDE Modules,eclipse|plugin,elk alg pack
3816,Web Applications,application|extension|identity|web|webapp,wso carbon extension identity authenticator emailotp endpoint
22440,Languages / Compiler / Interpretation,javax|specs|standard|xml,javax xml jsr
4893,Web Applications,application|rest|web|webapp,rhq rest
12177,Build Automation Tool Plugins,build|build-system|maven|plugin,preesm maven sftp plugin
27855,Stream Processing,streaming|yarn|spring|cloud|hadoop|launcher,springframework cloud stream app spring starter sink task launcher yarn
16812,DNS Libraries,dns,vmware dns
3352,Example,application|example|web|webapp,khubla pragmatach example
19203,Example,example,ksoichiro simplealertdialog sample
23895,Testing,library|testing|web,liferay document library web test fragment
10871,Build Automation Tool Plugins,build|build-system|maven|plugin,btmatthew maven plugin
9694,Build Automation Tool Plugins,build|build-system|io|maven|plugin,maven plugin
18213,Example,example,liferay face demo showcase common
14577,Testing,code-coverage,sourceforge cobertura pom parent
16141,Database,database|graph|neo4j|scala,dimafeng testcontainer scala neoj
7572,File System,aws|client|s3|vertx,vertx client
23771,Languages / Compiler / Interpretation,language,tranql connector mysql xa
19037,Example,example,ikasan demo ftp
24246,Logging / Monitoring,logging,logj
15794,UI,css|styles,sourceforge
21481,File Handler,generator|markdown|maven|plugin,vladsch flexmark markdown page generator plugin
6399,Web Applications,application|web|webapp,sakaiproject site sakai tool
18836,Example,example,appspy quickstart
3475,Example,application|example|web|webapp,defne sample owb register
2883,Example,application|example|jsf|portlet|web|webapp,liferay face demo jsf registration portlet
24,Database,accumulo,accumulo project
8575,UI,bootstrap|config|server|spring,server bootstrap spring boot autoconfigure
20037,Example,example|javaee,geronimo sample jarresource javaee
27998,Testing,testing,houbb chinese basic test
19614,Example,example|http|webservice,glassfish jersey example http patch
18510,Example,example,adorsy datasafe example dagger
14289,Application Layer Protocol Integration,client|http,common httpclient
20563,Example,example|plugin,mattunderscore code generation plugin example
20594,Example,example|protocol|serialization|server|thrift|twitter,twitter java thrift example server
21651,Utilities,google|io,google code
18092,Example,example,expanset sample
23229,Testing,junit|testing,zendesk junit
27985,Testing,testing,chenne test
25291,Build Automation Tool Plugins,maven|plugin,wooddog mavenplugin confluence
24531,Logging / Monitoring,logging,beigesoft beige log
8188,File Handler,binding|xml,activesoap jaxb libs
7401,Security / Authentification,authentication|io|oauth,oauth
23212,Testing,junit|testing,tngtech jgiven junit
12827,Build Automation Tool Plugins,build|build-system|maven|plugin|tools,jonas tool maven plugin
20248,Example,example|jpa|persistence|spring,flowable spring boot sample jpa
12379,Build Automation Tool Plugins,build|build-system|maven|plugin,we hornerscorner mojo glassfish maven plugin
2030,Web Applications,application|bundle|resource|rest|web|webapp,alpharogroup resource bundle rest web
2106,Web Applications,application|camel|example|jaxrs|rest|web|webapp,wildfly camel example cxf jaxrs
23703,Languages / Compiler / Interpretation,language,atlassian translation confluence language pack
16712,IDE Modules,directory|eclipse|plugin,directory studio apached
24025,Logging / Monitoring,logging,club chaos logger
21859,Graph Algorithms and Tools,graph|provider,hawkular inventory tinkerpop tinkergraph provider
22326,Languages / Compiler / Interpretation,javax|parser|specs|standard|xml,javax xml parser
22474,Testing,jboss|testing,gatein pc test jboss
9280,Build Automation Tool Plugins,build|build-system|eclipse|maven|plugin,che core typescript dto maven plugin
10310,Build Automation Tool Plugins,build|build-system|maven|plugin,mojo maven plugin
15092,IDE Modules,connector|eclipse|plugin,franca connector
4820,Web Applications,application|repository|service|web|webapp,weblab service file repository
17706,Example,example,arie sample ariestrader assembly
23163,Testing,junit|testing,hivemq testcontainer junit
15228,Crawler,crawler|url,fancyerii
21970,Utilities,hibernate|validation,micronaut configuration hibernate validator
17027,IDE Modules,eclipse|hibernate|persistence|plugin,eclipselab cdo hibernate
12597,Build Automation Tool Plugins,build|build-system|maven|plugin|runtime,sonatype plugin maven runtime
5675,Web Applications,application|web|webapp,magnolia webapp
23306,Testing,junit|testing|tools,tool junit foundation
17387,IDE Modules,eclipse|plugin,sonatype
685,Database,amazon|aws|client|database|dynamodb|io|scala,atlassian aw scala dynamodb
16575,Dependency Injection,dependency-injection,guice persist jooq
21331,Build Automation Tool Plugins,frontend|io|maven|plugin,frontend file
9238,Build Automation Tool Plugins,build|build-system|doc|html|maven|plugin,codeframe hal tooling api doc html maven plugin
11822,Build Automation Tool Plugins,build|build-system|maven|plugin,codeartisan javafx deployer maven plugin
11721,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin protoc bundle
15713,Cryptography,cryptography|sdk,crypto sdk
8718,Operations management,bpm|cloud|connector|service,activiti cloud rb service message connector
11418,Build Automation Tool Plugins,build|build-system|maven|plugin,eclipselink staticweave maven plugin
4909,Web Applications,application|rule-engine|server|web|webapp,drool server app
10149,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin core
174,Messaging / Integration,actor|akka|amqp|concurrency|distributed|queue|rabbitmq,akka rabbitmq
7817,Benchmarks,benchmark,segment benchmark
4379,Web Applications,application|management|web|webapp,jasig cas management webapp
11931,Build Automation Tool Plugins,build|build-system|maven|plugin,glassfish hk maven plugin
28474,UI,web,rave component
91,Actor Frameworks,actor,ea orbit actor ws
27907,UI,swing|ui,swing action
15345,Testing,cron|testing,alonsodomin cron testkitsjs
15801,UI,css|styles,lesscss
24357,Logging / Monitoring,logging,techempower gemini logback
16753,Stream Processing,distributed|processing|stream,samza core
22415,Languages / Compiler / Interpretation,javax|specs|standard,javax jcr
8987,Build Automation Tool Plugins,build|build-system|client|maven|plugin,plugin client maven
8574,Testing,bootstrap|config|extension|integration|io|testing,quarkus integration test bootstrap config extension parent
13791,Communication Protocol Integration,camel|sms,camel springboot sm starter
21316,UI,framework|web,kuali rice krad web framework
25067,Build Automation Tool Plugins,maven|plugin,phuonghuynh
5082,Web Applications,application|server|web|webapp,keycloak server
11203,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin executable
791,Code analyses,analysis,sourceforge findbug jsr
20767,Example,example|security,glassfish hk security lockdown example
5601,Web Applications,application|web|webapp,wso carbon devicemgt api
21739,Graph Algorithms and Tools,graph,tinkerpop blueprint core
11733,Build Automation Tool Plugins,build|build-system|maven|plugin,maven
3774,Web Applications,application|example|web|webapp|wicket,wicketstuff tinymce example
1188,Testing,android|facebook|testing,facebook testing screenshot core
4064,Web Applications,application|io|platform|web|webapp,apicurio studio platform swarm api
25725,Native Access Tools,native,native platform
19659,Example,example|integration,plcx example integration edgent
3137,Web Applications,application|example|security|web|webapp|wicket,wicketstuff wicket security example
22933,File Handler,json|native,json native
9651,Build Automation Tool Plugins,build|build-system|io|maven|plugin,semver maven plugin
13509,Example,camel|example|io|xml,astefanutti camel cdi sample xml
3397,Example,application|example|web|webapp,guru nidi demo
24360,Logging / Monitoring,logging,teradata tempto log logj
14632,Testing,code-coverage|reporter,sonatype flexmojos coverage reporter
5965,Web Applications,application|web|webapp,roboconf dm webapp
14823,IDE Modules,compatibility|eclipse|runtime,core runtime compatibility source
1561,Build,ant,ant
14238,Application Layer Protocol Integration,client|framework|http,skinny framework http client
408,Actor Frameworks,actor|akka|concurrency|distributed|typesafe,typesafe akka actor
13894,Database,cassandra|connector|database,stratio connector cassandra
23275,Testing,junit|testing,backuity matchete junit
20132,Example,example|jms|queue,activemq example failover scale down
13631,Testing,camel|integration|sql|testing,camel quarkus integration test sql
1896,Web Applications,application|bootstrap|web|webapp,mil oss fgsm
19581,Example,example|http,squareup okhttp sample guide
14846,Languages / Compiler / Interpretation,compiler|jvm|language,latte lang compiler
3982,Web Applications,application|http|web|webapp,picketbox http
14986,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
9262,Build Automation Tool Plugins,build|build-system|eclipse|jetty|maven|plugin|server|signing|webserver,jetty toolchain sign maven plugin
3015,Example,application|example|portlet|web|webapp,liferay face demo alloy applicant portlet
21148,Example,example|workflow,digitalcollection workflow dc example
1516,Build,ant,jonas ant
11697,Build Automation Tool Plugins,build|build-system|maven|plugin,unit maven plugin job
11636,Build Automation Tool Plugins,build|build-system|maven|plugin,maven
12182,Build Automation Tool Plugins,build|build-system|maven|plugin,pustefixframework maven plugin pustefix
26233,File Handler,pdf,itextpdf
22547,Database,jdbc|sql,jdbc
16376,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne differentiablecoproduct
12858,Build Automation Tool Plugins,build|build-system|maven|plugin|web,webapp maven plugin
3202,Web Applications,application|example|servlet|web|webapp,mobicent servlet sip weld example
2902,Web Applications,application|example|jsf|web|webapp,myface common facelet example
10526,Build Automation Tool Plugins,build|build-system|maven|plugin,mike maven plugin
17619,Template Engines,engine|play-framework|template|typesafe,typesafe play twirl api
16319,Machine Learning,deep-learning|machine-learning,deeplearne
15369,Cryptography,cryptography,gwt crypto
27449,Marshalling / Unmarshalling,serialization,xuwei msgpackz argonaut
7996,Benchmarks,benchmark|twitter,twitter
24988,Build Automation Tool Plugins,maven|metadata|plugin|taglib,vecna taglib metadata plugin
9984,Build Automation Tool Plugins,build|build-system|launcher|maven|plugin,mxsm jetcd launcher maven plugin
28178,Testing,testing,test
5476,Web Applications,application|ui|web|webapp,tez ui
17647,Template Engines,engine|template,jknack handlebar
4252,Web Applications,application|jetty|server|testing|web|webapp|webserver,mortbay jetty testwar test war
7865,Benchmarks,benchmark,benchmark
19601,Example,example|http|osgi,felix http sample cometd
13276,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector sip kafka connector
24416,Logging / Monitoring,logging,logj systemd journal appender
17660,Template Engines,engine|template,velocity
15790,UI,css|styles,css
6469,Web Applications,application|web|webapp,yandex qatool camelot web
22218,Utilities,io|scala,scala incubator file
13174,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector kafka connector
7309,UI,assets|web,webjar npm react
22838,File Handler,json,lihaoyi upickle
27290,Security / Authentification,security,vindell shiro
27666,Social Network Clients,social|spring,spring social evernote
23060,Testing,junit|pojo,felix ipojo
12990,Bytecode Libraries,bytecode|jboss,jboss javassist
18034,Example,example,clusterra iam demo tenant
2959,Example,application|example|monitor|web|webapp,seaframework sea monitor web demo
5839,Web Applications,application|web|webapp,pojosontheweb woko web
14566,Cluster Managment,cluster|managment,core
22277,Utilities,io|validation,validator
15144,Crawler,crawler,digitalpebble storm crawler core
20557,Example,example|plugin,collection example plugin
27331,Security / Authentification,security|spring,spring security jwt
18502,Example,example,example
16699,IDE Modules,desktop,gephi desktop project
26069,OSGi,osgi,osgi core
22886,File Handler,json,json jackson
9990,Build Automation Tool Plugins,build|build-system|library|maven|plugin,wso maven library plugin
21547,Languages / Compiler / Interpretation,generator|module|parser|scala,scala lang module parser combinatorssjs
4417,Web Applications,application|metrics|web|webapp,hawkular alert action aerogear metric
21119,Example,example|webservice,jersey sample
9387,Build Automation Tool Plugins,build|build-system|framework|maven|plugin,wisdom framework npm runner maven plugin
19007,Example,example,example
9271,Build Automation Tool Plugins,build|build-system|eclipse|maven|plugin,maven plugin
1105,Code analyses,analysis|parser,skywalke analysis segment parser
17698,Example,example,arie blueprint sample fragment
21860,Graph Algorithms and Tools,graph|provider,hawkular inventory tinkerpop titan provider
19337,Example,example|extension|io,syndesis extension example simple action step
19242,Example,example,mxsm jetcd example
9508,Build Automation Tool Plugins,build|build-system|gradle|groovy|maven|plugin,gradle maven plugin
27958,Testing,testing,simple test
12943,Build Automation Tool Plugins,builder|maven|plugin,substep builder
8921,Build Automation Tool Plugins,build|build-system|builder|maven|plugin,slinkyframework environment slinky builder maven plugin
8650,Operations management,bpm,jbpm audit
234,Distributed Communication,actor|akka|communication|concurrency|distributed|remote|remoting|typesafe,typesafe akka remote
23680,Languages / Compiler / Interpretation,kotlin|language|runtime,jetbrain kotlin stdlib jdk
13247,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector kafka connector
16534,Dependency Injection,dependency-injection,service guice
26780,Rule Engines,rule-engine,drool knowledge api
2586,Web Applications,application|engine|search|service|solr|web|webapp,weblab service solr engine
16307,Machine Learning,deep-learning,deeplearningj nearestneighbor core
5098,Web Applications,application|server|web|webapp,server
5044,Web Applications,application|server|web|webapp,netflix eureka server
3261,Example,application|example|testing|web|webapp,oracle ozark test sample
6449,Web Applications,application|web|webapp,wildfly swarm testsuite ajp
12031,Build Automation Tool Plugins,build|build-system|maven|plugin,kathrynhuxtable maven plugin docbkx wrapper
24116,Logging / Monitoring,logging,log core
27481,Marshalling / Unmarshalling,serialization,xuwei msgpackz core
4759,Web Applications,application|portlet|web|webapp,sakaiproject basiclti sakai web portlet
15272,Job Scheduling,cron,jboss seam cron parent
10115,Build Automation Tool Plugins,build|build-system|maven|plugin,cayenne plugin maven modeler
2135,Web Applications,application|camel|example|rest|swagger|web|webapp,wildfly camel example rest swagger
998,Testing,analysis|code-coverage|coverage|runtime,scoverage scalac runtime
1664,Build,ant|build|build-system|maven|scripting,maven script ant
20996,Example,example|support,camunda consult snippet demo support
8070,Example,binding|example|json|webservice|xml,jersey sample json from jaxb
14861,Languages / Compiler / Interpretation,compiler|scala,scala lang reflect
5666,Web Applications,application|web|webapp,atlassian bamboo web app
20207,Example,example|jms|queue|rest,activemq example rest artemis pom
16779,DNS Libraries,dns,davfx dns
23058,Testing,junit|plugin|testing,hudsonci plugin junit attachment
7275,UI,assets|web,webjar bower polymer
1233,UI,angular|assets|web,webjar angular file upload
8644,Operations management,bpm,activiti bpmn converter
2248,Web Applications,application|cms|web|webapp,alfresco
15246,Job Scheduling,cron,alonsodomin cron
19750,Example,example|io,example
18145,Example,example,example
12935,Build Automation Tool Plugins,builder|generator|maven|plugin,builder generator
2281,Web Applications,application|connector|portlet|web|webapp,jasig portlet sakai connector
26891,Utilities,rule-engine|model|pooling,chtijbug drool swim pool model
2328,Web Applications,application|console|web|webapp,console
9491,Build Automation Tool Plugins,build|build-system|google|maven|plugin,google code maven plugin
21070,Example,example|ui,adobe cq core wcm component example ui app
6332,Web Applications,application|web|webapp,picketlink sale saml
86,Actor Frameworks,actor,blazebit blaze actor declarative
1985,Web Applications,application|browser|module|web|webapp,jahia module content browser
20256,Example,example|jsf,myface tobago theme example
9082,Build Automation Tool Plugins,build|build-system|compiler|maven|plugin,closure compiler maven plugin
23448,Stream Processing,kafka|streaming,eagle kafka
16458,Machine Learning,deep-learning|machine-learning|nlp,deeplearningj nlp korean
18812,Example,example,ancoron glassfish sample asadmin hello world
10782,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
2440,Web Applications,application|device|extension|management|plugin|remote|web|webapp,wso carbon devicemgt plugin device mgt extension remote session endpoint
28106,Testing,testing,manodj sfdc
25431,Application Layer Protocol Integration,messaging|websocket,kaaze ws
26004,Database,orm|persistence,orm
8141,Application Layer Protocol Integration,binding|rest,ai ho java rest binding
2918,Example,application|example|json|rest|web|webapp,alexkasko rest handler json example
6627,Web Applications,application|web|web-framework|webapp,redback xwork content
20228,Example,example|jpa|osgi|persistence,karaf example jpa command
23296,Testing,junit|testing,fluentlenium junit
22956,File Handler,json|play-framework|typesafe,typesafe play jsonsjs
10351,Build Automation Tool Plugins,build|build-system|maven|plugin,pom maven plugin
6155,Web Applications,application|web|webapp,web
14462,Application Layer Protocol Integration,client|messaging|websocket,websocket client
11936,Build Automation Tool Plugins,build|build-system|maven|plugin,golo lang maven plugin
15495,Cryptography,cryptography,shade bcrypt
