,CATEGORY,TAGS,ga_txt_cleaned
6788,UI,assets,webjar bowergithub polymerelement
21053,Example,example|transaction,jacorb demo bank transaction
26052,OSGi,osgi,osgi
22231,Marshalling / Unmarshalling,io|serialization,serialization
18762,Example,example,sourceforge example
12918,Build Automation Tool Plugins,build|maven|plugin,dentrassi build release version
14567,Utilities,codec|commons,common codec source
26035,OSGi,osgi,domino osgi
3448,Example,application|example|web|webapp,atmosphere sample comet
22100,File Handler,io|json,argonaut argonautsjs
10778,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
27375,Security / Authentification,security|svg,security svg
28131,Testing,testing,testing
28268,Testing,testing,lihaoyi utestsjs
15557,Cryptography,cryptography,crypto util root
15217,Crawler,crawler|metrics,metric crawler
20337,Example,example|logging,logger example
17389,IDE Modules,eclipse|plugin,sonatype extra
3900,Web Applications,application|geo|google|platform|service|web|webapp,platform service geo google
6267,Web Applications,application|web|webapp,jasmine war
1430,Build,ant,odavid maven plugin ant task
18994,Example,example,glassfish grizzly sample
11386,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
10038,Build Automation Tool Plugins,build|build-system|maven|osgi|plugin,felix maven scr plugin
8687,Operations management,bpm|client,camunda bpm external task client root
7488,Security / Authentification,authentication|mapping|oauth|scala|web-framework,liftweb lift oauth mapper
27089,Testing,scala|testing,scalatest
4088,Web Applications,application|io|security|token|web|webapp,security endpoint
11735,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
12996,Bytecode Libraries,bytecode|tree,asm
979,Testing,analysis|code-coverage|coverage|plugin,scoverage scalac plugin
2902,Web Applications,application|example|jsf|web|webapp,myface common example
13626,Testing,camel|integration|servlet|testing,camel quarkus integration test servlet
25402,Build Automation Tool Plugins,maven|plugin|validation,plugin validator
5333,Web Applications,application|swagger|web|webapp,swagger
19731,Example,example|io,example
1833,Web Applications,application|authentication|reference|server|web|webapp,hspconsortium reference hspc auth server webapp
5433,Web Applications,application|testing|web|webapp,webapp test
23177,Testing,junit|testing,testing junit
8881,Managing / Monitoring,broker|jmx|management|plugin,qpid broker plugin management jmx
8847,Example,broker|example|jms|queue,activemq example broker jms
15964,File Handler,csv,csv
3624,Web Applications,application|example|web|webapp,wso carbon apimgt sample
12875,Build Automation Tool Plugins,build|build-system|maven|plugin|webservice,trajano mojo jaxws maven plugin
13773,Job Scheduling,camel|scheduling,camel quarkus quartz
17602,Template Engines,engine|google|template,google
25442,Utilities,mime,propensive rapture
27631,Social Network Clients,social,liferay project template social bookmark
25774,Native Access Tools,native,wso orbit dblock waffle jna
18433,Example,example,example
24869,Build Automation Tool Plugins,mapping|maven|plugin|tools,tool mapping plugin
18845,Example,example,atmosphere sample
503,Web Applications,admin|application|ui|web|webapp,flowable ui admin app
7371,Security / Authentification,authentication|io,common auth
10435,Build Automation Tool Plugins,build|build-system|maven|plugin,download maven plugin
2163,Web Applications,application|camel|io|servlet|web|webapp,fabric quickstart war camel servlet
5313,Web Applications,application|spring|web|webapp,wildfly quickstart spring greeter
12895,Build Automation Tool Plugins,build|build-system|maven|plugin|xml,xml maven plugin
3109,Web Applications,application|example|scala|web|web-framework|webapp,scalatra scalate sample
19646,Example,example|image|io|osgi,fabric jube image quickstart karaf
24332,Logging / Monitoring,logging,logger
26026,OSGi,osgi,java osgi
1830,Web Applications,application|authentication|oauth|web|webapp,wso carbon oauth endpoint
16257,Machine Learning,deep-learning,deeplearningj spark
24382,Logging / Monitoring,logging,logj
2558,Web Applications,application|ejb|web|webapp,openejb itest webapp
2036,Web Applications,application|bundle|view|web|webapp,entando bundle app view addressbook default
13535,Example,camel|example|osgi,camel example osgi
16381,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne
22324,Languages / Compiler / Interpretation,javax|osgi|specs|standard|xml,javax xml api osgi
14496,Social Network Clients,client|social|twitter,twitter client
22710,Database,jpa|persistence,openjpa
18347,Example,example,example
9655,Build Automation Tool Plugins,build|build-system|io|maven|plugin,stephenc maven plugin
22357,Languages / Compiler / Interpretation,javax|soap|specs|standard|xml,javax xml soap api
24338,Logging / Monitoring,logging,squareup log
25115,Build Automation Tool Plugins,maven|plugin,plugin
11742,Build Automation Tool Plugins,build|build-system|maven|plugin,andromda maven plugin
27452,Marshalling / Unmarshalling,serialization,xuwei msgpackz argonautsjs
12807,Build Automation Tool Plugins,build|build-system|maven|plugin|tools,tool maven plugin
8711,Operations management,bpm|cloud|connector,activiti cloud connector parent
14396,Application Layer Protocol Integration,client|http|play-framework|typesafe,typesafe play ws
18841,Example,example,atmosphere sample
8351,Bitcoin,bitcoin,bitcoin
17442,IDE Modules,eclipse|plugin|tools,tool
11860,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
9870,Build Automation Tool Plugins,build|build-system|jboss|maven|plugin,jboss arquillian maven plugin
1592,Build,ant,jawr ant
7695,Barcode Handler,barcode,objecto barcode
2890,Web Applications,application|example|jsf|portlet|web|webapp,myface tobago example portlet
25736,Native Access Tools,native,mojo native maven generic
5498,Web Applications,application|ui|web|webapp,nuiton ui web
26011,Database,orm|persistence,orm
20151,Example,example|jms|queue,activemq example jms
19833,Example,example|io,control action sample
8778,IDE Modules,bridge,sonatype bridge api
23590,Stream Processing,kafka|streaming,kafka common
11718,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
5616,Web Applications,application|web|webapp,cargo war
25048,Build Automation Tool Plugins,maven|plugin,plugin
18187,Example,example,sample
18110,Example,example,graph example
8013,Database,bigdata|hadoop|query|spark|sql,spark sql
4236,Web Applications,application|jetty|logging|server|testing|web|webapp|webserver,mortbay jetty testwar test war logj
11404,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
17048,IDE Modules,eclipse|ide|plugin|ui,sling ide ui
16995,IDE Modules,eclipse|extension|plugin|ui,smarthome extension ui paper
5568,Web Applications,application|web|webapp,webapp
433,Actor Frameworks,actor|concurrency|scala,scala lang actor
5097,Web Applications,application|server|web|webapp,java server
15673,Cryptography,cryptography|json,jackson json crypto
9090,Build Automation Tool Plugins,build|build-system|compiler|maven|plugin,compiler maven plugin
21495,Build Automation Tool Plugins,generator|maven|plugin,oss generator mojo
3297,Example,application|example|web|webapp,example basic
13961,Database,cassandra|database|hadoop|nosql,cassandra
1829,Web Applications,application|authentication|oauth|web|webapp,adorsy oauth login theme
18295,Example,example,example
20590,Example,example|profiling,milyn smook example profile
24926,File Handler,markdown|scala|web-framework,scalatra scalate scalamd
27313,Security / Authentification,security,ddf security
13047,Caching,cache|jboss,jboss cache
28533,Cluster Managment,yarn,cern hadoop yarn api
18536,Example,example,ucm fdi grasia faerie demos alt
24739,Logging / Monitoring,logging|portal|slf4j,liferay portal util slfj
24797,Logging / Monitoring,logging|twitter,twitter util log
7825,Benchmarks,benchmark,util benchmark
12038,Build Automation Tool Plugins,build|build-system|maven|plugin,java maven plugin
13353,Database,camel|database|integration|postgresql|testing,camel quarkus debezium integration test
21752,Graph Algorithms and Tools,graph,tinkerpop gremlin core
14076,Chart Libraries,chart|visualization,chart pom
24751,Logging / Monitoring,logging|request,request logger
13631,Testing,camel|integration|sql|testing,camel quarkus integration test sql
18080,Example,example,ea orbit sample parent
11875,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
16049,File Handler,csv|json,json csv
22834,File Handler,json,lihaoyi
6751,Aspect Oriented,aspect|aop,metric aspectj
2096,Web Applications,application|calendar|web|webapp,sakaiproject calendar sakai tool
17951,Example,example,example
4782,Web Applications,application|rdf|server|web|webapp,rdfj server
12603,Build Automation Tool Plugins,build|build-system|maven|plugin|scala,epfl scala maven
8691,Operations management,bpm|client|render|forms,jbpm form modeler renderer client
6903,UI,assets|jquery|web,webjar cometd jquery
259,Search Engines,actor|akka|concurrency|distributed|elastic|elasticsearch|search,elasticsearch akka
20539,Example,example|persistence,persistence example
703,IDE Modules,amazon|aws|eclipse|example|plugin,vorto codegen example aw
18752,Example,example,example
682,Database,amazon|aws|client|database|dynamodb,dynamodb
21544,Languages / Compiler / Interpretation,generator|module|parser|scala,scala lang module parser
14560,Logging / Monitoring,cloud|logging,cloud starter
6696,Aspect Oriented,aspect|aop,aspectj post gradle plugin
3319,Example,application|example|web|webapp,sample webapp
3705,Web Applications,application|example|web|webapp|webservice,geronimo sample jaxws calculator war
3056,Web Applications,application|example|resource|swagger|web|webapp,wordnik swagger sample java alt resource list
13556,Example,camel|example|scala,camel example scala
3095,Example,application|example|scala|web|web-framework|webapp,liftweb lift example
21454,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz coresjs
22722,Database,jpa|persistence,jpa converter
16272,Machine Learning,deep-learning,deeplearningj hadoop
8884,Messaging / Integration,broker|kafka|message|streaming,kafka
5976,Web Applications,application|web|webapp,cas web
13224,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector kafka connector
848,Code analyses,analysis,findbug
11775,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
11255,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
21702,Graph Algorithms and Tools,graph,graph layout
20207,Example,example|jms|queue|rest,activemq example rest artemis pom
20628,Example,example|remote,tamaya example remote
16118,Database,database|driver|mysql|asynchronous,mysql async
5714,Web Applications,application|web|webapp,theme overlay
14342,Application Layer Protocol Integration,client|http,https core
9692,Build Automation Tool Plugins,build|build-system|io|maven|plugin,build maven plugin
7651,Logging / Monitoring,aws|io|logging|metrics|monitoring,ext logback cloudwatch appender
23033,Testing,junit,junit runner
27367,Security / Authentification,security|spring,spring boot starter restful security jwt
10122,Build Automation Tool Plugins,build|build-system|maven|plugin,db maven plugin
21268,UI,framework|scala|web|web-framework,liftweb lift webkit
12452,Build Automation Tool Plugins,build|build-system|maven|plugin,saumya mojo maven plugin
2552,Web Applications,application|ejb|service|web|webapp,glassfish main ejb timer service app
3738,Example,application|example|web|webapp|wicket,wicket sample
20555,Example,example|play-framework,asity example play
1750,Web Applications,application,sonatype nexus webapp
16287,Machine Learning,deep-learning,deeplearningj api
19187,Example,example,demo
27480,Marshalling / Unmarshalling,serialization,xuwei msgpackz core
18288,Example,example,example
3183,Web Applications,application|example|servlet|web|webapp,mobicent servlet sip example medium
13100,Stream Processing,camel|connector|hazelcast|kafka|streaming,camel kafkaconnector hazelcast kafka connector
21496,Build Automation Tool Plugins,generator|maven|plugin,generator
21507,Marshalling / Unmarshalling,generator|maven|plugin|serialization,serializer generator
3416,Example,application|example|web|webapp,example
25839,Native Access Tools,native,lang native gen
11881,Build Automation Tool Plugins,build|build-system|maven|plugin,javafx maven
2746,Example,application|example|image|io|servlet|web|webapp,fabric jube image example hello servlet
23097,Testing,junit|support|testing,test support junit
3516,Example,application|example|web|webapp,ikasan demo war
16604,Dependency Injection,dependency-injection,guice parent
9197,Build Automation Tool Plugins,build|build-system|deployment|io|maven|plugin,konig deploy maven plugin
11774,Build Automation Tool Plugins,build|build-system|maven|plugin,mojo jira maven plugin
4635,Web Applications,application|plugin|web|webapp,entando plugin
26965,Distributed Computing,scala|spark,spark scala core
14978,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
19942,Example,example|io|module|spring,java module spring sample
10603,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
23756,Languages / Compiler / Interpretation,language,language all
6349,Web Applications,application|web|webapp,restcomm connect application
21758,Graph Algorithms and Tools,graph,common graph
13337,File Handler,camel|csv|deployment,camel quarkus csv deployment
11429,Build Automation Tool Plugins,build|build-system|maven|plugin,cs maven plugin
16999,IDE Modules,eclipse|file-system|runtime,core filesystem source
14233,Application Layer Protocol Integration,client|framework|http,skinny framework http client
26421,Database,persistence,mybatis
8420,UI,bootstrap,jwebmp jre bootstrap
26117,OSGi,osgi|runtime,veithen cosmo osgi runtime
944,Code analyses,analysis|build|build-system|io|maven,maven tile checkstyle
8470,UI,bootstrap,awire bootstrap java
11926,Build Automation Tool Plugins,build|build-system|maven|plugin,glassfish build maven plugin
9661,Build Automation Tool Plugins,build|build-system|io|maven|plugin,build maven plugin
17895,Example,example,wink example app
8835,Example,broker|example|jms|queue,activemq example broker auto
4403,Web Applications,application|metadata|taglib|testing|web|webapp,taglib metadata test
28274,Testing,testing,lihaoyi utestsjs
19883,Example,example|io,example
27144,Testing,scala|testing,scalatest scalatestsjs
26767,Rule Engines,rule-engine,drool wb verifier api
5220,Web Applications,application|servlet|testing|web|webapp,glassfish tyrus test servlet
4456,Web Applications,application|module|portlet|web|webapp,vgregion program core bc module portlet
28044,Testing,testing,japgolly nyaya testsjs
10836,Build Automation Tool Plugins,build|build-system|maven|plugin,atlassian maven plugin
4509,Web Applications,application|monitor|web|webapp,monitor webapp
26193,File Handler,pdf,pdf
21439,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz coresjs
26147,OSGi,osgi|service,osgi service
3868,Web Applications,application|framework|web|webapp,apereo app framework
19444,Example,example|google,google code flexlib example
19914,Example,example|io|jaxrs|rest|server|spring,servicecomb demo spring boot jaxrs server
2115,Web Applications,application|camel|example|jms|queue|web|webapp,wildfly camel example jms
22891,File Handler,json,json jackson
20600,Example,example|provider,alipay sofa tracer sample with dubbo provider
26925,Utilities,scala,scala lang
23333,Languages / Compiler / Interpretation,jvm|language,objectweb
23639,Stream Processing,kafka|streaming,kafka converter
12946,Barcode Handler,bundle|barcode,beangle bundle
13158,Stream Processing,camel|connector|kafka|service|streaming,camel kafkaconnector service kafka connector
8480,UI,bootstrap,liftmodule fobo twbs bootstrap re
13449,Example,camel|example,camel example
7909,Benchmarks,benchmark|facebook|io,facebook hive benchmark
10865,Build Automation Tool Plugins,build|build-system|maven|plugin,bluetrainsoftware maven release pom
1410,Build,ant,ant common log
9121,Build Automation Tool Plugins,build|build-system|config|maven|plugin,slinky config maven plugin
9262,Build Automation Tool Plugins,build|build-system|eclipse|jetty|maven|plugin|server|signing|webserver,jetty toolchain maven plugin
21078,Example,example|vertx,atmosphere vertx sample chat
19999,Example,example|io|spring,apk spring boot on openshift example
16657,Dependency Injection,dependency-injection|macro,softwaremill
9703,Build Automation Tool Plugins,build|build-system|io|maven|plugin,fabric jube maven plugin
25902,Natural Language Processing,nlp,opennlp
24069,Logging / Monitoring,logging,aliyun log logj appender
14903,Compression Libraries,compression,compress
17474,IDE Modules,eclipse|plugin|ui,ui
6924,UI,assets|jquery|web,webjar jquery
2021,Web Applications,application|builder|dashboard|jboss|ui|web|webapp,jboss dashboard builder ui
12980,Bytecode Libraries,bytecode,swing tool
1138,Build Automation Tool Plugins,analyzer|build|build-system|maven|plugin,maven dependency
7767,Build Automation Tool Plugins,beans|build|build-system|maven|plugin,joda maven bean plugin
20055,Example,example|javascript,example javascript
19375,Example,example|filtering|http|osgi,felix http sample filter
11499,Build Automation Tool Plugins,build|build-system|maven|plugin,tidalwave maven plugin
1342,Languages / Compiler / Interpretation,annotations|javax|specs|standard,javax annotation jsr api
961,Bytecode Libraries,analysis|bytecode,analysis
22766,Build Automation Tool Plugins,jsf|maven|plugin,myface buildtool plugin
3944,Web Applications,application|gwt|ui|web|web-framework|webapp,vaadin external atmosphere gwt js
14598,Testing,code-coverage|geo,geotool coverage
7282,UI,assets|web,webjar bowergithub polymerelement iron behavior
208,Database,actor|akka|cassandra|concurrency|database|distributed|io,akka cassandra
20477,Example,example|osgi,dentrassi karaf example
10798,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
23776,Languages / Compiler / Interpretation,language,tranql connector postgresql common
19063,Example,example,ikasan sample schedule
25212,Build Automation Tool Plugins,maven|plugin,avaje metric
11245,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
27335,Security / Authentification,security|spring,spring security jwt
24772,Logging / Monitoring,logging|scala|typesafe,typesafe scala log
14805,Distributed Communication,communication|distributed|remoting,lihaoyi autowiresjs
9889,Build Automation Tool Plugins,build|build-system|jboss|maven|plugin,jboss maven plugin
14408,Application Layer Protocol Integration,client|http|signing,http client
3691,Example,application|example|web|webapp|webservice,demo jersey app
19746,Example,example|io,flyway example
26906,Rule Engines,rule-engine|spring,drool spring legacy
26905,Rule Engines,rule-engine|spring,drool spring
1826,Web Applications,application|authentication|oauth|server|web|webapp,uiuc ncsa myproxy oamp server oauth
17997,Example,example,demo
25378,Build Automation Tool Plugins,maven|plugin|template,sonatype plexus template
8385,UI,bootstrap,bootstrap
22457,Build Automation Tool Plugins,jboss|maven|plugin,jboss plugin
6520,Web Applications,application|web|webapp,wildfly quickstart kitchensink ml
11340,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
11402,Build Automation Tool Plugins,build|build-system|maven|plugin,raml converter maven plugin
15654,Cryptography,cryptography|io,cryptoj
34,Database,accumulo|connector|jboss,jboss teiid connector accumulo
22687,Managing / Monitoring,jmx|management|platform,platform jmx
13436,Example,camel|example,camel example
21593,Languages / Compiler / Interpretation,generator|parser,lihaoyi fastparsesjs
10513,Build Automation Tool Plugins,build|build-system|maven|plugin,marschall skinny war maven plugin
24792,Logging / Monitoring,logging|slf4j,clapper grizzle slfj
21813,Graph Algorithms and Tools,graph,tinkerpop blueprint graph
20776,Example,example|security|spring,okta spring example security
18463,Example,example,sample
2222,Web Applications,application|client|web|webapp,dspace client xmlui webapp
18115,Example,example,demo
24993,Build Automation Tool Plugins,maven|native|plugin,jna
10903,Build Automation Tool Plugins,build|build-system|maven|plugin,plugin artifact maven
28406,Utilities,validation,jknack validation
26303,File Handler,pdf,tutorial pdf
17490,IDE Modules,eclipse|resource|runtime|x86,core resource win
26581,Messaging / Integration,queue,tkr fluflu queue
25731,Native Access Tools,native,native
18023,Example,example,authenticator example ear
13894,Database,cassandra|connector|database,stratio connector cassandra
7420,Security / Authentification,authentication|io|oauth|resource,starter oauth resource
12213,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
20987,Example,example|streaming,stream example local
16938,Build Automation Tool Plugins,driver|maven|plugin|selenium|testing,selenium driver download plugin
14305,Application Layer Protocol Integration,client|http,cc foundation http
8345,Bitcoin,bitcoin,daemon interface bitcoin
11903,Build Automation Tool Plugins,build|build-system|maven|plugin,java mvn maven plugin
1720,Web Applications,appengine|application|camel|example|web|webapp,camel example gae
15946,File Handler,csv,csv
17496,IDE Modules,eclipse|runtime,core source
4953,Web Applications,application|search|solr|web|webapp,solr
5993,Web Applications,application|web|webapp,apereo
18557,Example,example,example
13095,Stream Processing,camel|connector|hazelcast|kafka|queue|streaming,camel kafkaconnector hazelcast queue kafka connector
7414,Security / Authentification,authentication|io|oauth,starter oauth core
27378,Testing,selenium,selenium
22301,Languages / Compiler / Interpretation,javax|jmx|management|specs|standard,javax management
11053,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
17761,Example,example,flink storm example
19546,Example,example|hadoop|hazelcast,hazelcast jet example hadoop
25344,Build Automation Tool Plugins,maven|plugin|scala|streaming,stream plugin scala
3748,Web Applications,application|example|web|webapp|wicket,wicketstuff example
17076,IDE Modules,eclipse|io|plugin,openhab
20793,Example,example|server,demo javafx server
20796,Example,example|server,server example
22278,Utilities,io|validation,aop function validation
2943,Web Applications,application|example|manager|web|webapp,wso sample manager
1868,Web Applications,application|binary|search|service|web|webapp,service search ws
2922,Web Applications,application|example|jsp|pattern|web|webapp,jsp demo web
2652,Example,application|example|gwt|javascript|plugin|ui|web|webapp,geomajas plugin edit javascript gwt example
19442,Example,example|google,google code flexlib example
25341,Build Automation Tool Plugins,maven|plugin|ruby,jruby plugin
16712,IDE Modules,directory|eclipse|plugin,directory studio apached
16400,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne dynamic
5488,Web Applications,application|ui|web|webapp,dspace ui share
9942,Build Automation Tool Plugins,build|build-system|jsf|maven|plugin,myface maven wagon plugin
586,Logging / Monitoring,agent|logging|slf4j,agent util base slfj
2464,Web Applications,application|discovery|web|webapp,dspace discovery xmlui webapp
6612,Web Applications,application|web|webapp|workflow,workflow jee web
1729,Web Applications,appengine|application|io|system|web|webapp,konig content system gae
11597,Build Automation Tool Plugins,build|build-system|maven|plugin,artemis maven plugin
8641,UI,bootstrap|scala|scalajs|text,karasiq scalajs bootstrap
5334,Web Applications,application|swagger|web|webapp,open swagger
24723,Logging / Monitoring,logging|plugin,plugin logger
18075,Example,example,example
24087,Logging / Monitoring,logging,log
679,Database,amazon|aws|client|database|dynamodb,software dynamodb
12805,Build Automation Tool Plugins,build|build-system|maven|plugin|tools,jawr tool maven plugin
25964,Natural Language Processing,nlp|tools,opennlp tool
13829,File Handler,camel|xml,camel quarkus core xml parent
23148,Testing,junit|testing,junit
23424,Stream Processing,kafka|plugin|streaming,kafka connect plugin
3966,Web Applications,application|html|web|webapp,wildfly quickstart helloworld html
15744,UI,css|io,udash
17469,IDE Modules,eclipse|plugin|ui,xtext ui
12077,Build Automation Tool Plugins,build|build-system|maven|plugin,handlebar maven plugin
18329,Example,example,domino sample share
1598,Build,ant,sourceforge tink ant
8827,Example,broker|example|integration|jms|queue|spring,activemq example broker spring integration
17477,IDE Modules,eclipse|plugin|ui,sonatype hudson ui
9277,Build Automation Tool Plugins,build|build-system|eclipse|maven|plugin,maven plugin
16010,File Handler,csv|commons,common csv
4899,Web Applications,application|rest|web|webapp,gov gchq gaffer basic rest
21055,Example,example|twitter,arie sample twitter itest
20525,Example,example|osgi|url,karaf example url namespace handler
2941,Example,application|example|management|web|webapp|webservice,glassfish jersey example management webapp
11157,Build Automation Tool Plugins,build|build-system|maven|plugin,mycila maven license plugin
22964,File Handler,json|play-framework|typesafe,typesafe play jsonsjs
10042,Build Automation Tool Plugins,build|build-system|maven|osgi|plugin,felix maven plugin
8245,File Handler,binding|xml,uvic cfar swim jaxb
10606,Build Automation Tool Plugins,build|build-system|maven|plugin,wrapper maven plugin
11294,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin version edit
1141,Natural Language Processing,analyzer|language|nlp,ae nlp language detector
3054,Web Applications,application|example|resource|swagger|web|webapp,wordnik swagger sample java alt resource list
22027,IDE Modules,image,imajine image
873,Code analyses,analysis,cc analysis
26094,OSGi,osgi|provider,osgi enroute authenticator provider
13503,Example,camel|example|io|spring|testing,fabric fab test sample camel spring share
22490,Testing,jboss|testing|url,jboss aerogear test arquillian smart url
24128,Logging / Monitoring,logging,dongxiguo zero log context
5873,Web Applications,application|web|webapp,webapp
26290,File Handler,pdf,birt report engine emitter pdf
18291,Example,example,sample
10475,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
26259,File Handler,pdf,opensagre xdocreport converter pdf
2846,Web Applications,application|example|jboss|web|webapp,jboss resteasy example
8072,Example,binding|example|webservice|xml,jersey sample jaxb
5278,Web Applications,application|servlet|web|webapp,mobicent servlet sip
11209,Build Automation Tool Plugins,build|build-system|maven|plugin,oracle maven plugin
27577,Application-/ Web-Server,server|tomcat|webserver,dblock waffle tomcat
26681,Utilities,regexp|scala,madgag scala
4227,Web Applications,application|jetty|logging|server|slf4j|testing|web|webapp|webserver,mortbay jetty testwar test war slfj
16997,IDE Modules,eclipse|file-system|runtime,core filesystem java
10356,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
20146,Example,example|jms|queue,activemq example jms aerogear
139,Actor Frameworks,actor|akka|amazon|aws|concurrency|distributed|io|scala,atlassian aw scala swf akka
25505,Testing,mocking|scala|support|testing,scalamock scalatest support
2812,Web Applications,application|example|jboss|jpa|persistence|web|webapp,jboss errai demos jpa demo todo list
21455,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz coresjs
21128,Example,example|webservice,glassfish jersey example helloworld cdi
21667,Testing,google|mocking|testing,google
1952,Web Applications,application|bpm|web|webapp,camunda bpm webapp
27274,Security / Authentification,security,security infrastructure
25592,File Handler,module|scala|xml,scala lang module xml
7123,UI,assets|web,webjar js
23846,Languages / Compiler / Interpretation,language|server,epfl lamp dotty language server
3374,Example,application|example|web|webapp,grizzly sample cometd
9587,Build Automation Tool Plugins,build|build-system|instrumentation|maven|plugin,maven plugin
23631,Stream Processing,kafka|streaming,kafka connect
6490,Web Applications,application|web|webapp,keycloak sale post sig
7346,IDE Modules,authentication|eclipse|http|io|plugin,smarthome http auth basic
25024,Build Automation Tool Plugins,maven|plugin,ws common plugin
9619,Build Automation Tool Plugins,build|build-system|io|maven|plugin,java flyway maven plugin
19367,Example,example|extension|testing,flywaydb flyway test extension sample dbunit
7945,Benchmarks,benchmark|io,benchmark
16900,DNS Libraries,dns|network|scala,gild scala dns
20359,Example,example|logging|tracing|vertx,hawkular apm example vertx opentrace order log
13905,Database,cassandra|connector|database|embedded|spark,datastax spark cassandra connector embed
25680,Native Access Tools,native,native
4265,Web Applications,application|jms|plugin|queue|web|webapp,activemq artemis plugin
17892,Example,example,sample
2264,Web Applications,application|config|example|web|webapp,wildfly swarm microprofile config openshift example
1738,Build Automation Tool Plugins,appengine|build|build-system|cloud|google|maven|plugin|tools,google cloud tool appengine maven plugin
11712,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
9165,Build Automation Tool Plugins,build|build-system|dashboard|maven|plugin,dashboard maven plugin
11035,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin parent version
16423,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne
16314,Machine Learning,deep-learning|graph|machine-learning,deeplearningj graph
24431,Logging / Monitoring,logging,log
10977,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
7490,Security / Authentification,authentication|mapping|oauth|scala|web-framework,liftweb lift oauth mapper
11506,Build Automation Tool Plugins,build|build-system|maven|plugin,rudin maven plugin
20279,Example,example|junit|spring|testing,fitbur testify example junit spring
12836,Build Automation Tool Plugins,build|build-system|maven|plugin|tools|validation,tool openapi validator maven plugin
11034,Build Automation Tool Plugins,build|build-system|maven|plugin,maven
4524,Web Applications,application|mvc|sdk|security|spring|web|webapp,stormpath spring sdk tutorial security webmvc basic
9569,Build Automation Tool Plugins,build|build-system|ide|import|maven|plugin,maven plugin
11388,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
2757,Example,application|example|io|mvc|spring|web|webapp,cettia asity example spring webmvc
7759,IDE Modules,beans,tidalwave thesefoolishthing bean
9424,Build Automation Tool Plugins,build|build-system|generator|maven|plugin,generator maven plugin
13593,Application Layer Protocol Integration,camel|ftp|network,camel quarkus ftp parent
6575,Web Applications,application|web|webapp|webservice,jersey contrib bill burke book ex
16688,Build Automation Tool Plugins,deployment|maven|plugin,yahoo application deploy plugin
7235,UI,assets|web,webjar source map
14392,Application Layer Protocol Integration,client|http|play-framework|typesafe,typesafe play ws standalone
2639,Example,application|example|framework|io|web|webapp,framework demo
19770,Example,example|io,drinkwater example
10153,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
6930,UI,assets|jquery|web,webjar jquery
17981,Example,example,example application
820,Code analyses,analysis,analysis
22447,Managing / Monitoring,jboss|jmx|management,jboss jmx
20261,Example,example|json,dhatim milyn smook example json java
25793,Native Access Tools,native,native input
379,Testing,actor|akka|concurrency|distributed|testing|typesafe,typesafe akka testkit
19419,Example,example|generator|io,lab sample generator
22429,Languages / Compiler / Interpretation,javax|specs|standard|webservice|xml,javax xml jaxws api
24692,Logging / Monitoring,logging|persistence|plugin,mybatis plugin log
531,Web Applications,admin|application|web|webapp,admin
16893,DNS Libraries,dns|network,kuali common dns
9508,Build Automation Tool Plugins,build|build-system|gradle|groovy|maven|plugin,gradle maven plugin
19846,Example,example|io,scalecube example
9899,Build Automation Tool Plugins,build|build-system|jboss|maven|plugin,jboss maven plugin
10445,Build Automation Tool Plugins,build|build-system|maven|plugin,guru maven plugin
26622,Reflection Libraries,reflection,fasterxml
13796,Distributed Computing,camel|spark,camel spark starter
19918,Example,example|io|jms|queue|tracing,tracee example jms
7587,Database,aws|database|dynamodb,gild dynamodb
